seed,n,m,mu,run,generations,max_generations,diversity,fitness,opt,algorithm,mutation,alpha
711,100,10,2,1,281,20000,1.0,54,1,Mu1-const,XRAI_2.000000,0.6
44931,100,10,2,21,134,20000,1.0,52,1,Mu1-const,XRAI_2.000000,0.6
68281,100,5,2,26,224,20000,1.0,64,22,Mu1-const,XRAI_2.000000,0.6
937,100,5,2,2,107,20000,1.0,65,15,Mu1-const,XRAI_2.000000,0.6
12821,100,10,2,11,146,20000,1.0,54,0,Mu1-const,XRAI_2.000000,0.6
5467,100,5,2,7,77,20000,1.0,68,22,Mu1-const,XRAI_2.000000,0.6
14997,100,5,2,12,117,20000,1.0,65,16,Mu1-const,XRAI_2.000000,0.6
49057,100,5,2,22,192,20000,1.0,67,18,Mu1-const,XRAI_2.000000,0.6
5577,100,10,2,7,126,20000,1.0,56,0,Mu1-const,XRAI_2.000000,0.6
29687,100,10,2,17,228,20000,1.0,46,0,Mu1-const,XRAI_2.000000,0.6
73797,100,10,2,27,206,20000,1.0,57,0,Mu1-const,XRAI_2.000000,0.6
29527,100,5,2,17,134,20000,1.0,66,20,Mu1-const,XRAI_2.000000,0.6
1022,100,10,2,2,124,20000,1.0,52,0,Mu1-const,XRAI_2.000000,0.6
73587,100,5,2,27,131,20000,1.0,63,14,Mu1-const,XRAI_2.000000,0.6
1443,100,5,2,3,102,20000,1.0,59,12,Mu1-const,XRAI_2.000000,0.6
15132,100,10,2,12,79,20000,1.0,48,1,Mu1-const,XRAI_2.000000,0.6
49242,100,10,2,22,190,20000,1.0,58,0,Mu1-const,XRAI_2.000000,0.6
6973,100,5,2,8,132,20000,1.0,66,21,Mu1-const,XRAI_2.000000,0.6
53563,100,5,2,23,69,20000,1.0,63,20,Mu1-const,XRAI_2.000000,0.6
17503,100,5,2,13,163,20000,1.0,65,23,Mu1-const,XRAI_2.000000,0.6
33198,100,10,2,18,187,20000,1.0,55,0,Mu1-const,XRAI_2.000000,0.6
7088,100,10,2,8,227,20000,1.0,56,0,Mu1-const,XRAI_2.000000,0.6
33033,100,5,2,18,75,20000,1.0,60,17,Mu1-const,XRAI_2.000000,0.6
79308,100,10,2,28,170,20000,1.0,58,0,Mu1-const,XRAI_2.000000,0.6
79093,100,5,2,28,81,20000,1.0,67,24,Mu1-const,XRAI_2.000000,0.6
2149,100,5,2,4,76,20000,1.0,62,19,Mu1-const,XRAI_2.000000,0.6
17643,100,10,2,13,96,20000,1.0,47,0,Mu1-const,XRAI_2.000000,0.6
1533,100,10,2,3,161,20000,1.0,53,0,Mu1-const,XRAI_2.000000,0.6
58269,100,5,2,24,82,20000,1.0,64,15,Mu1-const,XRAI_2.000000,0.6
8679,100,5,2,9,134,20000,1.0,65,17,Mu1-const,XRAI_2.000000,0.6
20209,100,5,2,14,122,20000,1.0,61,18,Mu1-const,XRAI_2.000000,0.6
53753,100,10,2,23,181,20000,1.0,49,1,Mu1-const,XRAI_2.000000,0.6
36739,100,5,2,19,93,20000,1.0,60,21,Mu1-const,XRAI_2.000000,0.6
84799,100,5,2,29,67,20000,1.0,65,13,Mu1-const,XRAI_2.000000,0.6
36909,100,10,2,19,182,20000,1.0,50,0,Mu1-const,XRAI_2.000000,0.6
8799,100,10,2,9,197,20000,1.0,58,2,Mu1-const,XRAI_2.000000,0.6
85019,100,10,2,29,151,20000,1.0,53,0,Mu1-const,XRAI_2.000000,0.6
20354,100,10,2,14,161,20000,1.0,57,0,Mu1-const,XRAI_2.000000,0.6
2244,100,10,2,4,110,20000,1.0,49,0,Mu1-const,XRAI_2.000000,0.6
58464,100,10,2,24,119,20000,1.0,52,0,Mu1-const,XRAI_2.000000,0.6
12655,100,5,10,5,1725,100000,1.0,66,21,Mu1-const,XRAI_2.000000,0.6
10125,100,5,10,0,1596,100000,1.0,65,21,Mu1-const,XRAI_2.000000,0.6
32865,100,10,10,15,1277,100000,1.0,45,0,Mu1-const,XRAI_2.000000,0.6
72775,100,5,10,25,1766,100000,1.0,63,20,Mu1-const,XRAI_2.000000,0.6
50245,100,5,10,20,1830,100000,1.0,64,18,Mu1-const,XRAI_2.000000,0.6
20310,100,10,10,10,1493,100000,1.0,48,0,Mu1-const,XRAI_2.000000,0.6
72975,100,10,10,25,1522,100000,1.0,51,0,Mu1-const,XRAI_2.000000,0.6
20185,100,5,10,10,2043,100000,1.0,66,18,Mu1-const,XRAI_2.000000,0.6
32715,100,5,10,15,2118,100000,1.0,65,21,Mu1-const,XRAI_2.000000,0.6
12755,100,10,10,5,1776,100000,1.0,52,0,Mu1-const,XRAI_2.000000,0.6
50420,100,10,10,20,1873,100000,1.0,53,0,Mu1-const,XRAI_2.000000,0.6
10231,100,5,10,1,1086,100000,1.0,63,18,Mu1-const,XRAI_2.000000,0.6
22291,100,5,10,11,1004,100000,1.0,63,22,Mu1-const,XRAI_2.000000,0.6
13761,100,5,10,6,1650,100000,1.0,66,21,Mu1-const,XRAI_2.000000,0.6
35976,100,10,10,16,1377,100000,1.0,52,3,Mu1-const,XRAI_2.000000,0.6
54351,100,5,10,21,1545,100000,1.0,62,13,Mu1-const,XRAI_2.000000,0.6
10200,100,10,10,0,2849,100000,1.0,51,0,Mu1-const,XRAI_2.000000,0.6
77881,100,5,10,26,2075,100000,1.0,66,22,Mu1-const,XRAI_2.000000,0.6
35821,100,5,10,16,1773,100000,1.0,62,20,Mu1-const,XRAI_2.000000,0.6
13866,100,10,10,6,1494,100000,1.0,48,0,Mu1-const,XRAI_2.000000,0.6
24597,100,5,10,12,1248,100000,1.0,65,21,Mu1-const,XRAI_2.000000,0.6
10537,100,5,10,2,1524,100000,1.0,63,19,Mu1-const,XRAI_2.000000,0.6
22421,100,10,10,11,1877,100000,1.0,55,0,Mu1-const,XRAI_2.000000,0.6
54531,100,10,10,21,1496,100000,1.0,53,0,Mu1-const,XRAI_2.000000,0.6
78086,100,10,10,26,2195,100000,1.0,49,0,Mu1-const,XRAI_2.000000,0.6
83187,100,5,10,27,1073,100000,1.0,63,19,Mu1-const,XRAI_2.000000,0.6
39287,100,10,10,17,1564,100000,1.0,53,0,Mu1-const,XRAI_2.000000,0.6
15067,100,5,10,7,2137,100000,1.0,65,16,Mu1-const,XRAI_2.000000,0.6
58657,100,5,10,22,1931,100000,1.0,64,18,Mu1-const,XRAI_2.000000,0.6
39127,100,5,10,17,1763,100000,1.0,61,19,Mu1-const,XRAI_2.000000,0.6
11043,100,5,10,3,1539,100000,1.0,62,15,Mu1-const,XRAI_2.000000,0.6
27103,100,5,10,13,1795,100000,1.0,59,17,Mu1-const,XRAI_2.000000,0.6
58842,100,10,10,22,1555,100000,1.0,54,0,Mu1-const,XRAI_2.000000,0.6
10311,100,10,10,1,2375,100000,1.0,52,0,Mu1-const,XRAI_2.000000,0.6
42798,100,10,10,18,1092,100000,1.0,45,0,Mu1-const,XRAI_2.000000,0.6
16573,100,5,10,8,1328,100000,1.0,62,21,Mu1-const,XRAI_2.000000,0.6
88693,100,5,10,28,1962,100000,1.0,65,21,Mu1-const,XRAI_2.000000,0.6
15177,100,10,10,7,2297,100000,1.0,51,0,Mu1-const,XRAI_2.000000,0.6
42633,100,5,10,18,1416,100000,1.0,62,15,Mu1-const,XRAI_2.000000,0.6
24732,100,10,10,12,2961,100000,1.0,51,0,Mu1-const,XRAI_2.000000,0.6
29809,100,5,10,14,1966,100000,1.0,63,20,Mu1-const,XRAI_2.000000,0.6
83397,100,10,10,27,2770,100000,1.0,52,0,Mu1-const,XRAI_2.000000,0.6
63353,100,10,10,23,1580,100000,1.0,48,0,Mu1-const,XRAI_2.000000,0.6
63163,100,5,10,23,2819,100000,1.0,60,8,Mu1-const,XRAI_2.000000,0.6
11749,100,5,10,4,2438,100000,1.0,66,24,Mu1-const,XRAI_2.000000,0.6
94399,100,5,10,29,1412,100000,1.0,63,23,Mu1-const,XRAI_2.000000,0.6
46339,100,5,10,19,1284,100000,1.0,64,19,Mu1-const,XRAI_2.000000,0.6
18279,100,5,10,9,1674,100000,1.0,64,22,Mu1-const,XRAI_2.000000,0.6
16688,100,10,10,8,1332,100000,1.0,53,0,Mu1-const,XRAI_2.000000,0.6
10622,100,10,10,2,1948,100000,1.0,50,0,Mu1-const,XRAI_2.000000,0.6
46509,100,10,10,19,2255,100000,1.0,53,0,Mu1-const,XRAI_2.000000,0.6
67869,100,5,10,24,1412,100000,1.0,63,16,Mu1-const,XRAI_2.000000,0.6
27243,100,10,10,13,1514,100000,1.0,49,0,Mu1-const,XRAI_2.000000,0.6
88908,100,10,10,28,1499,100000,1.0,44,0,Mu1-const,XRAI_2.000000,0.6
68064,100,10,10,24,1540,100000,1.0,48,0,Mu1-const,XRAI_2.000000,0.6
11133,100,10,10,3,1544,100000,1.0,46,0,Mu1-const,XRAI_2.000000,0.6
18399,100,10,10,9,2286,100000,1.0,51,3,Mu1-const,XRAI_2.000000,0.6
94619,100,10,10,29,1578,100000,1.0,53,0,Mu1-const,XRAI_2.000000,0.6
29954,100,10,10,14,2075,100000,1.0,47,0,Mu1-const,XRAI_2.000000,0.6
11844,100,10,10,4,2695,100000,1.0,49,0,Mu1-const,XRAI_2.000000,0.6
85215,100,5,25,15,9913,250000,1.0,61,14,Mu1-const,XRAI_2.000000,0.6
62700,100,10,25,0,8872,250000,1.0,47,0,Mu1-const,XRAI_2.000000,0.6
62625,100,5,25,0,10915,250000,1.0,63,15,Mu1-const,XRAI_2.000000,0.6
65155,100,5,25,5,11590,250000,1.0,58,13,Mu1-const,XRAI_2.000000,0.6
102920,100,10,25,20,9755,250000,1.0,51,0,Mu1-const,XRAI_2.000000,0.6
125475,100,10,25,25,10146,250000,1.0,49,1,Mu1-const,XRAI_2.000000,0.6
65255,100,10,25,5,9903,250000,1.0,52,0,Mu1-const,XRAI_2.000000,0.6
72685,100,5,25,10,13079,250000,1.0,62,21,Mu1-const,XRAI_2.000000,0.6
102745,100,5,25,20,13495,250000,1.0,63,15,Mu1-const,XRAI_2.000000,0.6
125275,100,5,25,25,13786,250000,1.0,63,16,Mu1-const,XRAI_2.000000,0.6
72810,100,10,25,10,12483,250000,1.0,49,0,Mu1-const,XRAI_2.000000,0.6
85365,100,10,25,15,12917,250000,1.0,45,0,Mu1-const,XRAI_2.000000,0.6
88321,100,5,25,16,11360,250000,1.0,61,15,Mu1-const,XRAI_2.000000,0.6
66261,100,5,25,6,10744,250000,1.0,63,21,Mu1-const,XRAI_2.000000,0.6
130586,100,10,25,26,8603,250000,1.0,50,0,Mu1-const,XRAI_2.000000,0.6
62811,100,10,25,1,10125,250000,1.0,45,0,Mu1-const,XRAI_2.000000,0.6
62731,100,5,25,1,12720,250000,1.0,62,19,Mu1-const,XRAI_2.000000,0.6
106851,100,5,25,21,10370,250000,1.0,62,18,Mu1-const,XRAI_2.000000,0.6
130381,100,5,25,26,10398,250000,1.0,62,18,Mu1-const,XRAI_2.000000,0.6
107031,100,10,25,21,11371,250000,1.0,52,0,Mu1-const,XRAI_2.000000,0.6
66366,100,10,25,6,10980,250000,1.0,51,0,Mu1-const,XRAI_2.000000,0.6
88476,100,10,25,16,8272,250000,1.0,53,0,Mu1-const,XRAI_2.000000,0.6
74791,100,5,25,11,15299,250000,1.0,61,17,Mu1-const,XRAI_2.000000,0.6
91627,100,5,25,17,10795,250000,1.0,63,20,Mu1-const,XRAI_2.000000,0.6
74921,100,10,25,11,14293,250000,1.0,49,0,Mu1-const,XRAI_2.000000,0.6
111157,100,5,25,22,9014,250000,1.0,59,14,Mu1-const,XRAI_2.000000,0.6
135687,100,5,25,27,9263,250000,1.0,62,21,Mu1-const,XRAI_2.000000,0.6
63122,100,10,25,2,9130,250000,1.0,52,0,Mu1-const,XRAI_2.000000,0.6
135897,100,10,25,27,10681,250000,1.0,47,0,Mu1-const,XRAI_2.000000,0.6
67567,100,5,25,7,14271,250000,1.0,57,12,Mu1-const,XRAI_2.000000,0.6
67677,100,10,25,7,10338,250000,1.0,47,0,Mu1-const,XRAI_2.000000,0.6
111342,100,10,25,22,12438,250000,1.0,43,0,Mu1-const,XRAI_2.000000,0.6
95133,100,5,25,18,10650,250000,1.0,62,20,Mu1-const,XRAI_2.000000,0.6
115663,100,5,25,23,11457,250000,1.0,62,15,Mu1-const,XRAI_2.000000,0.6
91787,100,10,25,17,15142,250000,1.0,45,8,Mu1-const,XRAI_2.000000,0.6
63633,100,10,25,3,9876,250000,1.0,46,0,Mu1-const,XRAI_2.000000,0.6
77097,100,5,25,12,18206,250000,1.0,60,14,Mu1-const,XRAI_2.000000,0.6
141193,100,5,25,28,12949,250000,1.0,61,21,Mu1-const,XRAI_2.000000,0.6
63037,100,5,25,2,23157,250000,1.0,64,18,Mu1-const,XRAI_2.000000,0.6
141408,100,10,25,28,10199,250000,1.0,43,0,Mu1-const,XRAI_2.000000,0.6
69073,100,5,25,8,12705,250000,1.0,61,18,Mu1-const,XRAI_2.000000,0.6
77232,100,10,25,12,14813,250000,1.0,52,0,Mu1-const,XRAI_2.000000,0.6
69188,100,10,25,8,9813,250000,1.0,50,0,Mu1-const,XRAI_2.000000,0.6
115853,100,10,25,23,11763,250000,1.0,49,0,Mu1-const,XRAI_2.000000,0.6
98839,100,5,25,19,12817,250000,1.0,62,15,Mu1-const,XRAI_2.000000,0.6
63543,100,5,25,3,11471,250000,1.0,60,17,Mu1-const,XRAI_2.000000,0.6
70779,100,5,25,9,10871,250000,1.0,58,13,Mu1-const,XRAI_2.000000,0.6
95298,100,10,25,18,11613,250000,1.0,47,0,Mu1-const,XRAI_2.000000,0.6
79603,100,5,25,13,13634,250000,1.0,62,19,Mu1-const,XRAI_2.000000,0.6
64344,100,10,25,4,12398,250000,1.0,50,0,Mu1-const,XRAI_2.000000,0.6
120369,100,5,25,24,16713,250000,1.0,65,20,Mu1-const,XRAI_2.000000,0.6
147119,100,10,25,29,11459,250000,1.0,50,0,Mu1-const,XRAI_2.000000,0.6
70899,100,10,25,9,10133,250000,1.0,45,0,Mu1-const,XRAI_2.000000,0.6
146899,100,5,25,29,17954,250000,1.0,65,21,Mu1-const,XRAI_2.000000,0.6
120564,100,10,25,24,9518,250000,1.0,48,0,Mu1-const,XRAI_2.000000,0.6
79743,100,10,25,13,13824,250000,1.0,49,3,Mu1-const,XRAI_2.000000,0.6
82309,100,5,25,14,10388,250000,1.0,60,21,Mu1-const,XRAI_2.000000,0.6
64249,100,5,25,4,12052,250000,1.0,65,21,Mu1-const,XRAI_2.000000,0.6
99009,100,10,25,19,11301,250000,1.0,50,0,Mu1-const,XRAI_2.000000,0.6
82454,100,10,25,14,11527,250000,1.0,44,0,Mu1-const,XRAI_2.000000,0.6
290420,100,10,50,20,67940,500000,1.0,46,0,Mu1-const,XRAI_2.000000,0.6
252755,100,10,50,5,92260,500000,1.0,46,0,Mu1-const,XRAI_2.000000,0.6
272865,100,10,50,15,94944,500000,1.0,49,0,Mu1-const,XRAI_2.000000,0.6
260310,100,10,50,10,95520,500000,1.0,49,0,Mu1-const,XRAI_2.000000,0.6
290245,100,5,50,20,117925,500000,1.0,64,24,Mu1-const,XRAI_2.000000,0.6
250200,100,10,50,0,102732,500000,1.0,46,0,Mu1-const,XRAI_2.000000,0.6
272715,100,5,50,15,126378,500000,1.0,64,21,Mu1-const,XRAI_2.000000,0.6
252655,100,5,50,5,138723,500000,1.0,61,16,Mu1-const,XRAI_2.000000,0.6
312975,100,10,50,25,124789,500000,1.0,48,0,Mu1-const,XRAI_2.000000,0.6
312775,100,5,50,25,157451,500000,1.0,64,29,Mu1-const,XRAI_2.000000,0.6
250125,100,5,50,0,159338,500000,1.0,61,17,Mu1-const,XRAI_2.000000,0.6
260185,100,5,50,10,173703,500000,1.0,63,20,Mu1-const,XRAI_2.000000,0.6
294531,100,10,50,21,88327,500000,1.0,48,0,Mu1-const,XRAI_2.000000,0.6
262421,100,10,50,11,69927,500000,1.0,47,0,Mu1-const,XRAI_2.000000,0.6
250311,100,10,50,1,76251,500000,1.0,44,0,Mu1-const,XRAI_2.000000,0.6
275976,100,10,50,16,101446,500000,1.0,49,2,Mu1-const,XRAI_2.000000,0.6
294351,100,5,50,21,145405,500000,1.0,62,17,Mu1-const,XRAI_2.000000,0.6
253866,100,10,50,6,123901,500000,1.0,44,0,Mu1-const,XRAI_2.000000,0.6
275821,100,5,50,16,148541,500000,1.0,63,20,Mu1-const,XRAI_2.000000,0.6
298842,100,10,50,22,71312,500000,1.0,50,0,Mu1-const,XRAI_2.000000,0.6
318086,100,10,50,26,102408,500000,1.0,45,0,Mu1-const,XRAI_2.000000,0.6
262291,100,5,50,11,108446,500000,1.0,61,17,Mu1-const,XRAI_2.000000,0.6
317881,100,5,50,26,129020,500000,1.0,62,20,Mu1-const,XRAI_2.000000,0.6
250231,100,5,50,1,130371,500000,1.0,65,24,Mu1-const,XRAI_2.000000,0.6
250622,100,10,50,2,74171,500000,1.0,53,3,Mu1-const,XRAI_2.000000,0.6
264732,100,10,50,12,93569,500000,1.0,44,0,Mu1-const,XRAI_2.000000,0.6
279287,100,10,50,17,95019,500000,1.0,44,2,Mu1-const,XRAI_2.000000,0.6
253761,100,5,50,6,236443,500000,1.0,61,17,Mu1-const,XRAI_2.000000,0.6
323397,100,10,50,27,77629,500000,1.0,49,0,Mu1-const,XRAI_2.000000,0.6
323187,100,5,50,27,119193,500000,1.0,61,20,Mu1-const,XRAI_2.000000,0.6
250537,100,5,50,2,118180,500000,1.0,60,19,Mu1-const,XRAI_2.000000,0.6
303353,100,10,50,23,105390,500000,1.0,40,6,Mu1-const,XRAI_2.000000,0.6
255177,100,10,50,7,125298,500000,1.0,48,0,Mu1-const,XRAI_2.000000,0.6
279127,100,5,50,17,154197,500000,1.0,58,13,Mu1-const,XRAI_2.000000,0.6
264597,100,5,50,12,149568,500000,1.0,62,23,Mu1-const,XRAI_2.000000,0.6
298657,100,5,50,22,170967,500000,1.0,63,23,Mu1-const,XRAI_2.000000,0.6
251133,100,10,50,3,105707,500000,1.0,47,0,Mu1-const,XRAI_2.000000,0.6
267243,100,10,50,13,105394,500000,1.0,47,0,Mu1-const,XRAI_2.000000,0.6
282798,100,10,50,18,83066,500000,1.0,45,0,Mu1-const,XRAI_2.000000,0.6
328908,100,10,50,28,88314,500000,1.0,45,0,Mu1-const,XRAI_2.000000,0.6
255067,100,5,50,7,131523,500000,1.0,63,23,Mu1-const,XRAI_2.000000,0.6
308064,100,10,50,24,93809,500000,1.0,49,0,Mu1-const,XRAI_2.000000,0.6
256688,100,10,50,8,89441,500000,1.0,48,0,Mu1-const,XRAI_2.000000,0.6
251844,100,10,50,4,76216,500000,1.0,48,0,Mu1-const,XRAI_2.000000,0.6
282633,100,5,50,18,109544,500000,1.0,62,20,Mu1-const,XRAI_2.000000,0.6
328693,100,5,50,28,142586,500000,1.0,59,11,Mu1-const,XRAI_2.000000,0.6
286509,100,10,50,19,80665,500000,1.0,42,0,Mu1-const,XRAI_2.000000,0.6
334619,100,10,50,29,63384,500000,1.0,45,0,Mu1-const,XRAI_2.000000,0.6
303163,100,5,50,23,150432,500000,1.0,62,17,Mu1-const,XRAI_2.000000,0.6
251043,100,5,50,3,180042,500000,1.0,62,22,Mu1-const,XRAI_2.000000,0.6
267103,100,5,50,13,160456,500000,1.0,60,19,Mu1-const,XRAI_2.000000,0.6
269954,100,10,50,14,126816,500000,1.0,48,0,Mu1-const,XRAI_2.000000,0.6
258399,100,10,50,9,70898,500000,1.0,46,0,Mu1-const,XRAI_2.000000,0.6
286339,100,5,50,19,141857,500000,1.0,57,10,Mu1-const,XRAI_2.000000,0.6
256573,100,5,50,8,193192,500000,1.0,60,13,Mu1-const,XRAI_2.000000,0.6
269809,100,5,50,14,115561,500000,1.0,58,18,Mu1-const,XRAI_2.000000,0.6
307869,100,5,50,24,148268,500000,1.0,63,20,Mu1-const,XRAI_2.000000,0.6
334399,100,5,50,29,185891,500000,1.0,62,24,Mu1-const,XRAI_2.000000,0.6
251749,100,5,50,4,165800,500000,1.0,62,23,Mu1-const,XRAI_2.000000,0.6
258279,100,5,50,9,155917,500000,1.0,59,17,Mu1-const,XRAI_2.000000,0.6
63175,100,5,2,25,200,20000,1.0,43,20,Mu1-const,XRAI_0.100000,0.3
525,100,5,2,0,341,20000,1.0,43,19,Mu1-const,XRAI_0.100000,0.3
40645,100,5,2,20,421,20000,1.0,36,14,Mu1-const,XRAI_0.100000,0.3
23115,100,5,2,15,421,20000,1.0,44,20,Mu1-const,XRAI_0.100000,0.3
3055,100,5,2,5,363,20000,1.0,42,20,Mu1-const,XRAI_0.100000,0.3
63375,100,10,2,25,432,20000,1.0,28,0,Mu1-const,XRAI_0.100000,0.3
3155,100,10,2,5,415,20000,1.0,30,0,Mu1-const,XRAI_0.100000,0.3
600,100,10,2,0,411,20000,1.0,29,0,Mu1-const,XRAI_0.100000,0.3
23265,100,10,2,15,474,20000,1.0,30,0,Mu1-const,XRAI_0.100000,0.3
10710,100,10,2,10,485,20000,1.0,30,0,Mu1-const,XRAI_0.100000,0.3
68281,100,5,2,26,276,20000,1.0,44,22,Mu1-const,XRAI_0.100000,0.3
40820,100,10,2,20,732,20000,1.0,30,0,Mu1-const,XRAI_0.100000,0.3
10585,100,5,2,10,1378,20000,1.0,46,23,Mu1-const,XRAI_0.100000,0.3
631,100,5,2,1,889,20000,1.0,43,19,Mu1-const,XRAI_0.100000,0.3
26221,100,5,2,16,444,20000,1.0,41,18,Mu1-const,XRAI_0.100000,0.3
68486,100,10,2,26,291,20000,1.0,27,0,Mu1-const,XRAI_0.100000,0.3
4161,100,5,2,6,648,20000,1.0,42,18,Mu1-const,XRAI_0.100000,0.3
711,100,10,2,1,370,20000,1.0,28,1,Mu1-const,XRAI_0.100000,0.3
44751,100,5,2,21,1225,20000,1.0,41,16,Mu1-const,XRAI_0.100000,0.3
12821,100,10,2,11,480,20000,1.0,29,0,Mu1-const,XRAI_0.100000,0.3
26376,100,10,2,16,482,20000,1.0,30,0,Mu1-const,XRAI_0.100000,0.3
4266,100,10,2,6,811,20000,1.0,29,0,Mu1-const,XRAI_0.100000,0.3
73587,100,5,2,27,824,20000,1.0,39,14,Mu1-const,XRAI_0.100000,0.3
29527,100,5,2,17,291,20000,1.0,41,20,Mu1-const,XRAI_0.100000,0.3
12691,100,5,2,11,587,20000,1.0,46,25,Mu1-const,XRAI_0.100000,0.3
44931,100,10,2,21,456,20000,1.0,28,1,Mu1-const,XRAI_0.100000,0.3
1022,100,10,2,2,375,20000,1.0,27,0,Mu1-const,XRAI_0.100000,0.3
73797,100,10,2,27,635,20000,1.0,29,0,Mu1-const,XRAI_0.100000,0.3
29687,100,10,2,17,414,20000,1.0,29,0,Mu1-const,XRAI_0.100000,0.3
5577,100,10,2,7,220,20000,1.0,30,0,Mu1-const,XRAI_0.100000,0.3
5467,100,5,2,7,1032,20000,1.0,45,22,Mu1-const,XRAI_0.100000,0.3
937,100,5,2,2,1193,20000,1.0,40,15,Mu1-const,XRAI_0.100000,0.3
49057,100,5,2,22,1082,20000,1.0,42,18,Mu1-const,XRAI_0.100000,0.3
15132,100,10,2,12,882,20000,1.0,29,1,Mu1-const,XRAI_0.100000,0.3
49242,100,10,2,22,333,20000,1.0,30,0,Mu1-const,XRAI_0.100000,0.3
79093,100,5,2,28,664,20000,1.0,45,24,Mu1-const,XRAI_0.100000,0.3
33033,100,5,2,18,810,20000,1.0,41,17,Mu1-const,XRAI_0.100000,0.3
14997,100,5,2,12,902,20000,1.0,41,16,Mu1-const,XRAI_0.100000,0.3
6973,100,5,2,8,391,20000,1.0,44,21,Mu1-const,XRAI_0.100000,0.3
79308,100,10,2,28,469,20000,1.0,30,0,Mu1-const,XRAI_0.100000,0.3
1533,100,10,2,3,644,20000,1.0,30,0,Mu1-const,XRAI_0.100000,0.3
7088,100,10,2,8,583,20000,1.0,28,0,Mu1-const,XRAI_0.100000,0.3
33198,100,10,2,18,761,20000,1.0,30,0,Mu1-const,XRAI_0.100000,0.3
1443,100,5,2,3,916,20000,1.0,38,12,Mu1-const,XRAI_0.100000,0.3
53563,100,5,2,23,565,20000,1.0,44,20,Mu1-const,XRAI_0.100000,0.3
36739,100,5,2,19,408,20000,1.0,44,21,Mu1-const,XRAI_0.100000,0.3
53753,100,10,2,23,733,20000,1.0,30,1,Mu1-const,XRAI_0.100000,0.3
17643,100,10,2,13,885,20000,1.0,30,0,Mu1-const,XRAI_0.100000,0.3
17503,100,5,2,13,650,20000,1.0,46,23,Mu1-const,XRAI_0.100000,0.3
84799,100,5,2,29,1010,20000,1.0,38,13,Mu1-const,XRAI_0.100000,0.3
8679,100,5,2,9,540,20000,1.0,41,17,Mu1-const,XRAI_0.100000,0.3
2244,100,10,2,4,364,20000,1.0,28,0,Mu1-const,XRAI_0.100000,0.3
36909,100,10,2,19,645,20000,1.0,29,0,Mu1-const,XRAI_0.100000,0.3
2149,100,5,2,4,605,20000,1.0,43,19,Mu1-const,XRAI_0.100000,0.3
58269,100,5,2,24,684,20000,1.0,40,15,Mu1-const,XRAI_0.100000,0.3
8799,100,10,2,9,853,20000,1.0,30,2,Mu1-const,XRAI_0.100000,0.3
85019,100,10,2,29,1030,20000,1.0,29,0,Mu1-const,XRAI_0.100000,0.3
20209,100,5,2,14,503,20000,1.0,42,18,Mu1-const,XRAI_0.100000,0.3
58464,100,10,2,24,926,20000,1.0,30,0,Mu1-const,XRAI_0.100000,0.3
20354,100,10,2,14,1041,20000,1.0,30,0,Mu1-const,XRAI_0.100000,0.3
50420,100,10,10,20,5647,100000,1.0,29,0,Mu1-const,XRAI_0.100000,0.3
72975,100,10,10,25,5733,100000,1.0,29,0,Mu1-const,XRAI_0.100000,0.3
12755,100,10,10,5,6735,100000,1.0,29,0,Mu1-const,XRAI_0.100000,0.3
32865,100,10,10,15,7301,100000,1.0,28,0,Mu1-const,XRAI_0.100000,0.3
10125,100,5,10,0,10300,100000,1.0,43,21,Mu1-const,XRAI_0.100000,0.3
10200,100,10,10,0,8031,100000,1.0,28,0,Mu1-const,XRAI_0.100000,0.3
20310,100,10,10,10,8781,100000,1.0,29,0,Mu1-const,XRAI_0.100000,0.3
50245,100,5,10,20,12881,100000,1.0,41,18,Mu1-const,XRAI_0.100000,0.3
12655,100,5,10,5,14042,100000,1.0,43,21,Mu1-const,XRAI_0.100000,0.3
32715,100,5,10,15,12950,100000,1.0,44,21,Mu1-const,XRAI_0.100000,0.3
20185,100,5,10,10,15253,100000,1.0,41,18,Mu1-const,XRAI_0.100000,0.3
78086,100,10,10,26,7124,100000,1.0,29,0,Mu1-const,XRAI_0.100000,0.3
72775,100,5,10,25,17752,100000,1.0,43,20,Mu1-const,XRAI_0.100000,0.3
54531,100,10,10,21,8507,100000,1.0,30,0,Mu1-const,XRAI_0.100000,0.3
13866,100,10,10,6,7675,100000,1.0,29,0,Mu1-const,XRAI_0.100000,0.3
22421,100,10,10,11,8546,100000,1.0,27,0,Mu1-const,XRAI_0.100000,0.3
10311,100,10,10,1,9516,100000,1.0,29,0,Mu1-const,XRAI_0.100000,0.3
35821,100,5,10,16,11417,100000,1.0,43,20,Mu1-const,XRAI_0.100000,0.3
54351,100,5,10,21,13169,100000,1.0,39,13,Mu1-const,XRAI_0.100000,0.3
83397,100,10,10,27,7402,100000,1.0,28,0,Mu1-const,XRAI_0.100000,0.3
35976,100,10,10,16,13573,100000,1.0,31,3,Mu1-const,XRAI_0.100000,0.3
13761,100,5,10,6,15548,100000,1.0,44,21,Mu1-const,XRAI_0.100000,0.3
15177,100,10,10,7,8963,100000,1.0,27,0,Mu1-const,XRAI_0.100000,0.3
10622,100,10,10,2,5822,100000,1.0,27,0,Mu1-const,XRAI_0.100000,0.3
58842,100,10,10,22,9665,100000,1.0,29,0,Mu1-const,XRAI_0.100000,0.3
