seed,n,m,mu,run,generations,max_generations,diversity,fitness,opt,algorithm,mutation,alpha,g,r,c
7547,50,5,2,12,0,5000,1,-19,0,NOAH,XRAI_1.000000,0.5,2,1,1
8803,50,5,2,13,113,5000,1,-15,0,NOAH,XRAI_1.000000,0.5,2,1,1
10159,50,5,2,14,0,5000,1,-20,0,NOAH,XRAI_1.000000,0.5,2,1,1
11615,50,5,2,15,0,5000,1,-23,0,NOAH,XRAI_1.000000,0.5,2,1,1
13171,50,5,2,16,41,5000,1,-11,0,NOAH,XRAI_1.000000,0.5,2,1,1
14827,50,5,2,17,0,5000,1,-19,0,NOAH,XRAI_1.000000,0.5,2,1,1
16583,50,5,2,18,0,5000,1,-20,0,NOAH,XRAI_1.000000,0.5,2,1,1
18439,50,5,2,19,0,5000,1,-21,0,NOAH,XRAI_1.000000,0.5,2,1,1
20395,50,5,2,20,45,5000,1,-19,-2,NOAH,XRAI_1.000000,0.5,2,1,1
22451,50,5,2,21,25,5000,1,-19,0,NOAH,XRAI_1.000000,0.5,2,1,1
24607,50,5,2,22,43,5000,1,-25,0,NOAH,XRAI_1.000000,0.5,2,1,1
26863,50,5,2,23,0,5000,1,-22,0,NOAH,XRAI_1.000000,0.5,2,1,1
29219,50,5,2,24,0,5000,1,-22,0,NOAH,XRAI_1.000000,0.5,2,1,1
31675,50,5,2,25,0,5000,1,-21,0,NOAH,XRAI_1.000000,0.5,2,1,1
34231,50,5,2,26,47,5000,1,-22,-2,NOAH,XRAI_1.000000,0.5,2,1,1
36887,50,5,2,27,48,5000,1,-15,0,NOAH,XRAI_1.000000,0.5,2,1,1
39643,50,5,2,28,54,5000,1,-16,-3,NOAH,XRAI_1.000000,0.5,2,1,1
42499,50,5,2,29,65,5000,1,-19,-1,NOAH,XRAI_1.000000,0.5,2,1,1
350,50,10,2,0,51,5000,1,-4,0,NOAH,XRAI_1.000000,0.5,2,1,1
411,50,10,2,1,33,5000,1,-12,0,NOAH,XRAI_1.000000,0.5,2,1,1
572,50,10,2,2,62,5000,1,-9,0,NOAH,XRAI_1.000000,0.5,2,1,1
833,50,10,2,3,44,5000,1,-12,0,NOAH,XRAI_1.000000,0.5,2,1,1
1194,50,10,2,4,55,5000,1,-12,0,NOAH,XRAI_1.000000,0.5,2,1,1
1655,50,10,2,5,62,5000,1,-12,0,NOAH,XRAI_1.000000,0.5,2,1,1
2216,50,10,2,6,0,5000,1,-10,0,NOAH,XRAI_1.000000,0.5,2,1,1
2877,50,10,2,7,0,5000,1,-13,0,NOAH,XRAI_1.000000,0.5,2,1,1
3638,50,10,2,8,62,5000,1,-10,0,NOAH,XRAI_1.000000,0.5,2,1,1
4499,50,10,2,9,0,5000,1,-9,0,NOAH,XRAI_1.000000,0.5,2,1,1
5460,50,10,2,10,0,5000,1,-7,0,NOAH,XRAI_1.000000,0.5,2,1,1
6521,50,10,2,11,0,5000,1,-13,0,NOAH,XRAI_1.000000,0.5,2,1,1
7682,50,10,2,12,0,5000,1,-15,0,NOAH,XRAI_1.000000,0.5,2,1,1
8943,50,10,2,13,0,5000,1,-9,0,NOAH,XRAI_1.000000,0.5,2,1,1
10304,50,10,2,14,0,5000,1,-7,0,NOAH,XRAI_1.000000,0.5,2,1,1
11765,50,10,2,15,45,5000,1,-9,0,NOAH,XRAI_1.000000,0.5,2,1,1
13326,50,10,2,16,0,5000,1,-10,0,NOAH,XRAI_1.000000,0.5,2,1,1
14987,50,10,2,17,0,5000,1,-9,0,NOAH,XRAI_1.000000,0.5,2,1,1
16748,50,10,2,18,54,5000,1,-8,0,NOAH,XRAI_1.000000,0.5,2,1,1
18609,50,10,2,19,0,5000,1,-6,0,NOAH,XRAI_1.000000,0.5,2,1,1
20570,50,10,2,20,0,5000,1,-8,0,NOAH,XRAI_1.000000,0.5,2,1,1
22631,50,10,2,21,0,5000,1,-6,0,NOAH,XRAI_1.000000,0.5,2,1,1
24792,50,10,2,22,126,5000,1,-10,0,NOAH,XRAI_1.000000,0.5,2,1,1
27053,50,10,2,23,73,5000,1,-10,0,NOAH,XRAI_1.000000,0.5,2,1,1
29414,50,10,2,24,76,5000,1,-10,0,NOAH,XRAI_1.000000,0.5,2,1,1
31875,50,10,2,25,0,5000,1,-10,0,NOAH,XRAI_1.000000,0.5,2,1,1
34436,50,10,2,26,42,5000,1,-13,0,NOAH,XRAI_1.000000,0.5,2,1,1
37097,50,10,2,27,0,5000,1,-7,0,NOAH,XRAI_1.000000,0.5,2,1,1
39858,50,10,2,28,60,5000,1,-9,0,NOAH,XRAI_1.000000,0.5,2,1,1
42719,50,10,2,29,64,5000,1,-8,0,NOAH,XRAI_1.000000,0.5,2,1,1
5051,50,1,10,0,710,25000,1,-39,-26,NOAH,XRAI_1.000000,0.5,10,5,5
5103,50,1,10,1,1961,25000,1,-38,-29,NOAH,XRAI_1.000000,0.5,10,5,5
5255,50,1,10,2,929,25000,1,-41,-28,NOAH,XRAI_1.000000,0.5,10,5,5
5507,50,1,10,3,949,25000,1,-39,-26,NOAH,XRAI_1.000000,0.5,10,5,5
5859,50,1,10,4,989,25000,1,-37,-22,NOAH,XRAI_1.000000,0.5,10,5,5
6311,50,1,10,5,853,25000,1,-39,-24,NOAH,XRAI_1.000000,0.5,10,5,5
6863,50,1,10,6,990,25000,1,-37,-22,NOAH,XRAI_1.000000,0.5,10,5,5
7515,50,1,10,7,1348,25000,1,-39,-27,NOAH,XRAI_1.000000,0.5,10,5,5
8267,50,1,10,8,810,25000,1,-41,-27,NOAH,XRAI_1.000000,0.5,10,5,5
9119,50,1,10,9,920,25000,1,-40,-23,NOAH,XRAI_1.000000,0.5,10,5,5
10071,50,1,10,10,1040,25000,1,-39,-25,NOAH,XRAI_1.000000,0.5,10,5,5
11123,50,1,10,11,870,25000,1,-37,-24,NOAH,XRAI_1.000000,0.5,10,5,5
12275,50,1,10,12,987,25000,1,-41,-25,NOAH,XRAI_1.000000,0.5,10,5,5
13527,50,1,10,13,1112,25000,1,-36,-23,NOAH,XRAI_1.000000,0.5,10,5,5
14879,50,1,10,14,1124,25000,1,-39,-24,NOAH,XRAI_1.000000,0.5,10,5,5
16331,50,1,10,15,1029,25000,1,-39,-25,NOAH,XRAI_1.000000,0.5,10,5,5
17883,50,1,10,16,1205,25000,1,-38,-26,NOAH,XRAI_1.000000,0.5,10,5,5
19535,50,1,10,17,751,25000,1,-40,-26,NOAH,XRAI_1.000000,0.5,10,5,5
21287,50,1,10,18,861,25000,1,-39,-24,NOAH,XRAI_1.000000,0.5,10,5,5
23139,50,1,10,19,781,25000,1,-40,-24,NOAH,XRAI_1.000000,0.5,10,5,5
25091,50,1,10,20,1339,25000,1,-38,-25,NOAH,XRAI_1.000000,0.5,10,5,5
27143,50,1,10,21,1081,25000,1,-38,-27,NOAH,XRAI_1.000000,0.5,10,5,5
29295,50,1,10,22,1365,25000,1,-38,-20,NOAH,XRAI_1.000000,0.5,10,5,5
31547,50,1,10,23,783,25000,1,-40,-25,NOAH,XRAI_1.000000,0.5,10,5,5
33899,50,1,10,24,852,25000,1,-38,-20,NOAH,XRAI_1.000000,0.5,10,5,5
36351,50,1,10,25,663,25000,1,-39,-28,NOAH,XRAI_1.000000,0.5,10,5,5
38903,50,1,10,26,729,25000,1,-39,-27,NOAH,XRAI_1.000000,0.5,10,5,5
41555,50,1,10,27,869,25000,1,-35,-22,NOAH,XRAI_1.000000,0.5,10,5,5
44307,50,1,10,28,1966,25000,1,-38,-27,NOAH,XRAI_1.000000,0.5,10,5,5
47159,50,1,10,29,1016,25000,1,-38,-25,NOAH,XRAI_1.000000,0.5,10,5,5
5059,50,3,10,0,746,25000,1,-26,-9,NOAH,XRAI_1.000000,0.5,10,5,5
5113,50,3,10,1,852,25000,1,-25,-6,NOAH,XRAI_1.000000,0.5,10,5,5
5267,50,3,10,2,1011,25000,1,-23,-3,NOAH,XRAI_1.000000,0.5,10,5,5
5521,50,3,10,3,629,25000,1,-26,-9,NOAH,XRAI_1.000000,0.5,10,5,5
5875,50,3,10,4,890,25000,1,-23,-5,NOAH,XRAI_1.000000,0.5,10,5,5
6329,50,3,10,5,1290,25000,1,-24,-5,NOAH,XRAI_1.000000,0.5,10,5,5
6883,50,3,10,6,820,25000,1,-25,-5,NOAH,XRAI_1.000000,0.5,10,5,5
7537,50,3,10,7,740,25000,1,-24,-5,NOAH,XRAI_1.000000,0.5,10,5,5
8291,50,3,10,8,925,25000,1,-27,-9,NOAH,XRAI_1.000000,0.5,10,5,5
9145,50,3,10,9,714,25000,1,-24,-6,NOAH,XRAI_1.000000,0.5,10,5,5
10099,50,3,10,10,838,25000,1,-23,-7,NOAH,XRAI_1.000000,0.5,10,5,5
11153,50,3,10,11,1117,25000,1,-21,-3,NOAH,XRAI_1.000000,0.5,10,5,5
12307,50,3,10,12,828,25000,1,-24,-6,NOAH,XRAI_1.000000,0.5,10,5,5
13561,50,3,10,13,938,25000,1,-23,-6,NOAH,XRAI_1.000000,0.5,10,5,5
14915,50,3,10,14,650,25000,1,-24,-7,NOAH,XRAI_1.000000,0.5,10,5,5
16369,50,3,10,15,1110,25000,1,-23,-6,NOAH,XRAI_1.000000,0.5,10,5,5
17923,50,3,10,16,827,25000,1,-20,-6,NOAH,XRAI_1.000000,0.5,10,5,5
19577,50,3,10,17,880,25000,1,-21,-2,NOAH,XRAI_1.000000,0.5,10,5,5
21331,50,3,10,18,911,25000,1,-24,-10,NOAH,XRAI_1.000000,0.5,10,5,5
23185,50,3,10,19,721,25000,1,-27,-8,NOAH,XRAI_1.000000,0.5,10,5,5
25139,50,3,10,20,1085,25000,1,-25,-12,NOAH,XRAI_1.000000,0.5,10,5,5
27193,50,3,10,21,921,25000,1,-24,-3,NOAH,XRAI_1.000000,0.5,10,5,5
29347,50,3,10,22,817,25000,1,-27,-9,NOAH,XRAI_1.000000,0.5,10,5,5
31601,50,3,10,23,795,25000,1,-24,-4,NOAH,XRAI_1.000000,0.5,10,5,5
33955,50,3,10,24,904,25000,1,-27,-8,NOAH,XRAI_1.000000,0.5,10,5,5
36409,50,3,10,25,849,25000,1,-22,-4,NOAH,XRAI_1.000000,0.5,10,5,5
38963,50,3,10,26,790,25000,1,-25,-7,NOAH,XRAI_1.000000,0.5,10,5,5
41617,50,3,10,27,982,25000,1,-26,-10,NOAH,XRAI_1.000000,0.5,10,5,5
44371,50,3,10,28,904,25000,1,-22,-5,NOAH,XRAI_1.000000,0.5,10,5,5
47225,50,3,10,29,1129,25000,1,-22,-4,NOAH,XRAI_1.000000,0.5,10,5,5
5075,50,5,10,0,663,25000,1,-17,0,NOAH,XRAI_1.000000,0.5,10,5,5
5131,50,5,10,1,659,25000,1,-13,0,NOAH,XRAI_1.000000,0.5,10,5,5
5287,50,5,10,2,945,25000,1,-13,0,NOAH,XRAI_1.000000,0.5,10,5,5
5543,50,5,10,3,671,25000,1,-12,0,NOAH,XRAI_1.000000,0.5,10,5,5
5899,50,5,10,4,867,25000,1,-14,0,NOAH,XRAI_1.000000,0.5,10,5,5
6355,50,5,10,5,1341,25000,1,-15,0,NOAH,XRAI_1.000000,0.5,10,5,5
6911,50,5,10,6,859,25000,1,-16,0,NOAH,XRAI_1.000000,0.5,10,5,5
7567,50,5,10,7,1152,25000,1,-15,0,NOAH,XRAI_1.000000,0.5,10,5,5
8323,50,5,10,8,822,25000,1,-13,0,NOAH,XRAI_1.000000,0.5,10,5,5
9179,50,5,10,9,812,25000,1,-13,0,NOAH,XRAI_1.000000,0.5,10,5,5
10135,50,5,10,10,821,25000,1,-16,-1,NOAH,XRAI_1.000000,0.5,10,5,5
11191,50,5,10,11,865,25000,1,-16,0,NOAH,XRAI_1.000000,0.5,10,5,5
12347,50,5,10,12,815,25000,1,-13,0,NOAH,XRAI_1.000000,0.5,10,5,5
13603,50,5,10,13,838,25000,1,-19,-1,NOAH,XRAI_1.000000,0.5,10,5,5
14959,50,5,10,14,886,25000,1,-16,-1,NOAH,XRAI_1.000000,0.5,10,5,5
16415,50,5,10,15,882,25000,1,-14,-1,NOAH,XRAI_1.000000,0.5,10,5,5
17971,50,5,10,16,967,25000,1,-16,0,NOAH,XRAI_1.000000,0.5,10,5,5
19627,50,5,10,17,1117,25000,1,-19,-1,NOAH,XRAI_1.000000,0.5,10,5,5
21383,50,5,10,18,537,25000,1,-15,0,NOAH,XRAI_1.000000,0.5,10,5,5
23239,50,5,10,19,837,25000,1,-16,0,NOAH,XRAI_1.000000,0.5,10,5,5
25195,50,5,10,20,659,25000,1,-16,0,NOAH,XRAI_1.000000,0.5,10,5,5
27251,50,5,10,21,960,25000,1,-17,0,NOAH,XRAI_1.000000,0.5,10,5,5
29407,50,5,10,22,651,25000,1,-12,0,NOAH,XRAI_1.000000,0.5,10,5,5
31663,50,5,10,23,890,25000,1,-14,0,NOAH,XRAI_1.000000,0.5,10,5,5
34019,50,5,10,24,762,25000,1,-18,0,NOAH,XRAI_1.000000,0.5,10,5,5
36475,50,5,10,25,1013,25000,1,-13,0,NOAH,XRAI_1.000000,0.5,10,5,5
39031,50,5,10,26,865,25000,1,-20,-2,NOAH,XRAI_1.000000,0.5,10,5,5
41687,50,5,10,27,622,25000,1,-15,0,NOAH,XRAI_1.000000,0.5,10,5,5
44443,50,5,10,28,889,25000,1,-16,0,NOAH,XRAI_1.000000,0.5,10,5,5
47299,50,5,10,29,781,25000,1,-14,0,NOAH,XRAI_1.000000,0.5,10,5,5
5150,50,10,10,0,877,25000,1,-6,0,NOAH,XRAI_1.000000,0.5,10,5,5
5211,50,10,10,1,855,25000,1,-3,0,NOAH,XRAI_1.000000,0.5,10,5,5
5372,50,10,10,2,1354,25000,1,-4,0,NOAH,XRAI_1.000000,0.5,10,5,5
5633,50,10,10,3,1219,25000,1,-4,0,NOAH,XRAI_1.000000,0.5,10,5,5
5994,50,10,10,4,718,25000,1,-6,0,NOAH,XRAI_1.000000,0.5,10,5,5
6455,50,10,10,5,1043,25000,1,-4,0,NOAH,XRAI_1.000000,0.5,10,5,5
7016,50,10,10,6,823,25000,1,-8,0,NOAH,XRAI_1.000000,0.5,10,5,5
7677,50,10,10,7,725,25000,1,-8,0,NOAH,XRAI_1.000000,0.5,10,5,5
8438,50,10,10,8,995,25000,1,-4,0,NOAH,XRAI_1.000000,0.5,10,5,5
9299,50,10,10,9,898,25000,1,-7,0,NOAH,XRAI_1.000000,0.5,10,5,5
10260,50,10,10,10,782,25000,1,-6,0,NOAH,XRAI_1.000000,0.5,10,5,5
11321,50,10,10,11,799,25000,1,-3,0,NOAH,XRAI_1.000000,0.5,10,5,5
12482,50,10,10,12,1045,25000,1,-3,0,NOAH,XRAI_1.000000,0.5,10,5,5
13743,50,10,10,13,524,25000,1,-4,0,NOAH,XRAI_1.000000,0.5,10,5,5
15104,50,10,10,14,874,25000,1,-6,0,NOAH,XRAI_1.000000,0.5,10,5,5
16565,50,10,10,15,1043,25000,1,-5,0,NOAH,XRAI_1.000000,0.5,10,5,5
18126,50,10,10,16,640,25000,1,-6,0,NOAH,XRAI_1.000000,0.5,10,5,5
19787,50,10,10,17,492,25000,1,-8,0,NOAH,XRAI_1.000000,0.5,10,5,5
21548,50,10,10,18,1432,25000,1,-3,0,NOAH,XRAI_1.000000,0.5,10,5,5
23409,50,10,10,19,803,25000,1,-6,0,NOAH,XRAI_1.000000,0.5,10,5,5
25370,50,10,10,20,1334,25000,1,-7,0,NOAH,XRAI_1.000000,0.5,10,5,5
27431,50,10,10,21,820,25000,1,-3,0,NOAH,XRAI_1.000000,0.5,10,5,5
29592,50,10,10,22,512,25000,1,-6,0,NOAH,XRAI_1.000000,0.5,10,5,5
31853,50,10,10,23,1012,25000,1,-6,0,NOAH,XRAI_1.000000,0.5,10,5,5
34214,50,10,10,24,994,25000,1,-3,0,NOAH,XRAI_1.000000,0.5,10,5,5
36675,50,10,10,25,977,25000,1,-5,0,NOAH,XRAI_1.000000,0.5,10,5,5
39236,50,10,10,26,874,25000,1,-6,0,NOAH,XRAI_1.000000,0.5,10,5,5
41897,50,10,10,27,812,25000,1,-1,0,NOAH,XRAI_1.000000,0.5,10,5,5
44658,50,10,10,28,919,25000,1,-6,0,NOAH,XRAI_1.000000,0.5,10,5,5
47519,50,10,10,29,744,25000,1,-4,0,NOAH,XRAI_1.000000,0.5,10,5,5
31301,50,1,25,0,29255,62500,1,-37,-25,NOAH,XRAI_1.000000,0.5,25,12,12
31353,50,1,25,1,30167,62500,1,-35,-22,NOAH,XRAI_1.000000,0.5,25,12,12
31505,50,1,25,2,30311,62500,1,-35,-25,NOAH,XRAI_1.000000,0.5,25,12,12
31757,50,1,25,3,24929,62500,1,-38,-27,NOAH,XRAI_1.000000,0.5,25,12,12
32109,50,1,25,4,28595,62500,1,-36,-25,NOAH,XRAI_1.000000,0.5,25,12,12
32561,50,1,25,5,24010,62500,1,-39,-27,NOAH,XRAI_1.000000,0.5,25,12,12
33113,50,1,25,6,15543,62500,1,-37,-23,NOAH,XRAI_1.000000,0.5,25,12,12
33765,50,1,25,7,30064,62500,1,-37,-27,NOAH,XRAI_1.000000,0.5,25,12,12
34517,50,1,25,8,20058,62500,1,-38,-26,NOAH,XRAI_1.000000,0.5,25,12,12
35369,50,1,25,9,16636,62500,1,-36,-25,NOAH,XRAI_1.000000,0.5,25,12,12
36321,50,1,25,10,26976,62500,1,-35,-24,NOAH,XRAI_1.000000,0.5,25,12,12
37373,50,1,25,11,35847,62500,1,-35,-26,NOAH,XRAI_1.000000,0.5,25,12,12
38525,50,1,25,12,12065,62500,1,-36,-25,NOAH,XRAI_1.000000,0.5,25,12,12
39777,50,1,25,13,15745,62500,1,-36,-27,NOAH,XRAI_1.000000,0.5,25,12,12
41129,50,1,25,14,24006,62500,1,-36,-27,NOAH,XRAI_1.000000,0.5,25,12,12
42581,50,1,25,15,14157,62500,1,-37,-26,NOAH,XRAI_1.000000,0.5,25,12,12
44133,50,1,25,16,20550,62500,1,-36,-26,NOAH,XRAI_1.000000,0.5,25,12,12
45785,50,1,25,17,34247,62500,1,-37,-26,NOAH,XRAI_1.000000,0.5,25,12,12
47537,50,1,25,18,30429,62500,1,-36,-28,NOAH,XRAI_1.000000,0.5,25,12,12
49389,50,1,25,19,35194,62500,1,-36,-25,NOAH,XRAI_1.000000,0.5,25,12,12
51341,50,1,25,20,50168,62500,1,-35,-26,NOAH,XRAI_1.000000,0.5,25,12,12
53393,50,1,25,21,62500,62500,0.998334,-35,-26,NOAH,XRAI_1.000000,0.5,25,12,12
55545,50,1,25,22,23277,62500,1,-38,-29,NOAH,XRAI_1.000000,0.5,25,12,12
57797,50,1,25,23,17350,62500,1,-36,-24,NOAH,XRAI_1.000000,0.5,25,12,12
60149,50,1,25,24,37,62500,0.536014,-38,-28,NOAH,XRAI_1.000000,0.5,25,12,12
62601,50,1,25,25,62500,62500,0.998822,-36,-27,NOAH,XRAI_1.000000,0.5,25,12,12
65153,50,1,25,26,16473,62500,1,-37,-26,NOAH,XRAI_1.000000,0.5,25,12,12
67805,50,1,25,27,20628,62500,1,-35,-22,NOAH,XRAI_1.000000,0.5,25,12,12
70557,50,1,25,28,62500,62500,0.997643,-36,-28,NOAH,XRAI_1.000000,0.5,25,12,12
73409,50,1,25,29,18481,62500,1,-37,-27,NOAH,XRAI_1.000000,0.5,25,12,12
31309,50,3,25,0,16378,62500,1,-19,-6,NOAH,XRAI_1.000000,0.5,25,12,12
31363,50,3,25,1,10140,62500,1,-20,-4,NOAH,XRAI_1.000000,0.5,25,12,12
31517,50,3,25,2,11080,62500,1,-19,-7,NOAH,XRAI_1.000000,0.5,25,12,12
31771,50,3,25,3,17921,62500,1,-18,-3,NOAH,XRAI_1.000000,0.5,25,12,12
32125,50,3,25,4,11894,62500,1,-16,-4,NOAH,XRAI_1.000000,0.5,25,12,12
32579,50,3,25,5,10556,62500,1,-20,-8,NOAH,XRAI_1.000000,0.5,25,12,12
33133,50,3,25,6,11824,62500,1,-20,-6,NOAH,XRAI_1.000000,0.5,25,12,12
33787,50,3,25,7,11589,62500,1,-19,-6,NOAH,XRAI_1.000000,0.5,25,12,12
34541,50,3,25,8,19789,62500,1,-20,-6,NOAH,XRAI_1.000000,0.5,25,12,12
35395,50,3,25,9,13728,62500,1,-20,-6,NOAH,XRAI_1.000000,0.5,25,12,12
36349,50,3,25,10,10141,62500,1,-20,-7,NOAH,XRAI_1.000000,0.5,25,12,12
37403,50,3,25,11,10822,62500,1,-22,-7,NOAH,XRAI_1.000000,0.5,25,12,12
38557,50,3,25,12,9119,62500,1,-20,-9,NOAH,XRAI_1.000000,0.5,25,12,12
39811,50,3,25,13,18317,62500,1,-18,-6,NOAH,XRAI_1.000000,0.5,25,12,12
41165,50,3,25,14,13724,62500,1,-18,-4,NOAH,XRAI_1.000000,0.5,25,12,12
42619,50,3,25,15,16932,62500,1,-20,-9,NOAH,XRAI_1.000000,0.5,25,12,12
44173,50,3,25,16,17773,62500,1,-20,-6,NOAH,XRAI_1.000000,0.5,25,12,12
45827,50,3,25,17,13669,62500,1,-18,-4,NOAH,XRAI_1.000000,0.5,25,12,12
47581,50,3,25,18,13705,62500,1,-18,-3,NOAH,XRAI_1.000000,0.5,25,12,12
49435,50,3,25,19,11401,62500,1,-22,-11,NOAH,XRAI_1.000000,0.5,25,12,12
51389,50,3,25,20,16331,62500,1,-17,-3,NOAH,XRAI_1.000000,0.5,25,12,12
53443,50,3,25,21,12198,62500,1,-22,-8,NOAH,XRAI_1.000000,0.5,25,12,12
55597,50,3,25,22,11320,62500,1,-20,-10,NOAH,XRAI_1.000000,0.5,25,12,12
57851,50,3,25,23,18436,62500,1,-20,-6,NOAH,XRAI_1.000000,0.5,25,12,12
60205,50,3,25,24,14271,62500,1,-21,-5,NOAH,XRAI_1.000000,0.5,25,12,12
62659,50,3,25,25,12796,62500,1,-22,-10,NOAH,XRAI_1.000000,0.5,25,12,12
65213,50,3,25,26,12198,62500,1,-24,-11,NOAH,XRAI_1.000000,0.5,25,12,12
67867,50,3,25,27,10468,62500,1,-21,-8,NOAH,XRAI_1.000000,0.5,25,12,12
70621,50,3,25,28,15408,62500,1,-21,-8,NOAH,XRAI_1.000000,0.5,25,12,12
73475,50,3,25,29,8764,62500,1,-21,-9,NOAH,XRAI_1.000000,0.5,25,12,12
31325,50,5,25,0,15128,62500,1,-9,0,NOAH,XRAI_1.000000,0.5,25,12,12
31381,50,5,25,1,7584,62500,1,-7,0,NOAH,XRAI_1.000000,0.5,25,12,12
31537,50,5,25,2,8964,62500,1,-10,0,NOAH,XRAI_1.000000,0.5,25,12,12
31793,50,5,25,3,7204,62500,1,-11,0,NOAH,XRAI_1.000000,0.5,25,12,12
32149,50,5,25,4,8441,62500,1,-9,0,NOAH,XRAI_1.000000,0.5,25,12,12
32605,50,5,25,5,10744,62500,1,-11,0,NOAH,XRAI_1.000000,0.5,25,12,12
33161,50,5,25,6,10530,62500,1,-9,0,NOAH,XRAI_1.000000,0.5,25,12,12
33817,50,5,25,7,11870,62500,1,-8,0,NOAH,XRAI_1.000000,0.5,25,12,12
34573,50,5,25,8,12342,62500,1,-10,0,NOAH,XRAI_1.000000,0.5,25,12,12
35429,50,5,25,9,8285,62500,1,-13,0,NOAH,XRAI_1.000000,0.5,25,12,12
36385,50,5,25,10,8943,62500,1,-12,0,NOAH,XRAI_1.000000,0.5,25,12,12
37441,50,5,25,11,14353,62500,1,-10,0,NOAH,XRAI_1.000000,0.5,25,12,12
38597,50,5,25,12,6808,62500,1,-11,0,NOAH,XRAI_1.000000,0.5,25,12,12
39853,50,5,25,13,9841,62500,1,-8,0,NOAH,XRAI_1.000000,0.5,25,12,12
41209,50,5,25,14,12064,62500,1,-11,0,NOAH,XRAI_1.000000,0.5,25,12,12
42665,50,5,25,15,12972,62500,1,-10,0,NOAH,XRAI_1.000000,0.5,25,12,12
44221,50,5,25,16,10664,62500,1,-12,0,NOAH,XRAI_1.000000,0.5,25,12,12
45877,50,5,25,17,10005,62500,1,-9,0,NOAH,XRAI_1.000000,0.5,25,12,12
47633,50,5,25,18,6509,62500,1,-9,0,NOAH,XRAI_1.000000,0.5,25,12,12
49489,50,5,25,19,9910,62500,1,-15,-2,NOAH,XRAI_1.000000,0.5,25,12,12
51445,50,5,25,20,6974,62500,1,-12,0,NOAH,XRAI_1.000000,0.5,25,12,12
53501,50,5,25,21,10672,62500,1,-12,0,NOAH,XRAI_1.000000,0.5,25,12,12
55657,50,5,25,22,13957,62500,1,-8,0,NOAH,XRAI_1.000000,0.5,25,12,12
57913,50,5,25,23,8415,62500,1,-11,0,NOAH,XRAI_1.000000,0.5,25,12,12
60269,50,5,25,24,9738,62500,1,-12,0,NOAH,XRAI_1.000000,0.5,25,12,12
62725,50,5,25,25,8429,62500,1,-11,0,NOAH,XRAI_1.000000,0.5,25,12,12
65281,50,5,25,26,11058,62500,1,-6,0,NOAH,XRAI_1.000000,0.5,25,12,12
67937,50,5,25,27,11166,62500,1,-11,0,NOAH,XRAI_1.000000,0.5,25,12,12
70693,50,5,25,28,11438,62500,1,-11,0,NOAH,XRAI_1.000000,0.5,25,12,12
73549,50,5,25,29,7508,62500,1,-11,-1,NOAH,XRAI_1.000000,0.5,25,12,12
31400,50,10,25,0,9633,62500,1,-1,0,NOAH,XRAI_1.000000,0.5,25,12,12
31461,50,10,25,1,8164,62500,1,-2,0,NOAH,XRAI_1.000000,0.5,25,12,12
31622,50,10,25,2,5992,62500,1,-2,0,NOAH,XRAI_1.000000,0.5,25,12,12
31883,50,10,25,3,6204,62500,1,-1,0,NOAH,XRAI_1.000000,0.5,25,12,12
32244,50,10,25,4,7703,62500,1,-3,0,NOAH,XRAI_1.000000,0.5,25,12,12
32705,50,10,25,5,8649,62500,1,-1,0,NOAH,XRAI_1.000000,0.5,25,12,12
33266,50,10,25,6,10916,62500,1,-1,0,NOAH,XRAI_1.000000,0.5,25,12,12
33927,50,10,25,7,9924,62500,1,-1,0,NOAH,XRAI_1.000000,0.5,25,12,12
34688,50,10,25,8,9705,62500,1,-2,0,NOAH,XRAI_1.000000,0.5,25,12,12
35549,50,10,25,9,7987,62500,1,-2,0,NOAH,XRAI_1.000000,0.5,25,12,12
36510,50,10,25,10,7926,62500,1,-2,0,NOAH,XRAI_1.000000,0.5,25,12,12
37571,50,10,25,11,9111,62500,1,0,0,NOAH,XRAI_1.000000,0.5,25,12,12
38732,50,10,25,12,6679,62500,1,-3,0,NOAH,XRAI_1.000000,0.5,25,12,12
39993,50,10,25,13,8440,62500,1,-2,0,NOAH,XRAI_1.000000,0.5,25,12,12
41354,50,10,25,14,6713,62500,1,0,0,NOAH,XRAI_1.000000,0.5,25,12,12
42815,50,10,25,15,6514,62500,1,-4,0,NOAH,XRAI_1.000000,0.5,25,12,12
44376,50,10,25,16,9616,62500,1,-2,0,NOAH,XRAI_1.000000,0.5,25,12,12
46037,50,10,25,17,10567,62500,1,-2,0,NOAH,XRAI_1.000000,0.5,25,12,12
47798,50,10,25,18,7210,62500,1,-3,0,NOAH,XRAI_1.000000,0.5,25,12,12
49659,50,10,25,19,7374,62500,1,0,0,NOAH,XRAI_1.000000,0.5,25,12,12
51620,50,10,25,20,7954,62500,1,-1,0,NOAH,XRAI_1.000000,0.5,25,12,12
53681,50,10,25,21,7188,62500,1,-1,0,NOAH,XRAI_1.000000,0.5,25,12,12
55842,50,10,25,22,7149,62500,1,-1,0,NOAH,XRAI_1.000000,0.5,25,12,12
58103,50,10,25,23,7781,62500,1,-1,0,NOAH,XRAI_1.000000,0.5,25,12,12
60464,50,10,25,24,5988,62500,1,-2,0,NOAH,XRAI_1.000000,0.5,25,12,12
62925,50,10,25,25,9230,62500,1,0,0,NOAH,XRAI_1.000000,0.5,25,12,12
