seed,n,m,mu,run,generations,max_generations,diversity,fitness,opt,algorithm,mutation,alpha,g,r,c
15688,25,3,25,1,15625,15625,0.976186,-1,0,NOAH,XRAI_1.000000,1,25,12,12
15767,25,3,25,2,15625,15625,0.977305,-1,0,NOAH,XRAI_1.000000,1,25,12,12
15896,25,3,25,3,15625,15625,0.983333,-2,0,NOAH,XRAI_1.000000,1,25,12,12
16075,25,3,25,4,15625,15625,0.976064,-2,0,NOAH,XRAI_1.000000,1,25,12,12
16304,25,3,25,5,15625,15625,0.983333,-2,0,NOAH,XRAI_1.000000,1,25,12,12
16583,25,3,25,6,37,15625,0.616332,0,0,NOAH,XRAI_1.000000,1,25,12,12
16912,25,3,25,7,15625,15625,0.980309,-2,0,NOAH,XRAI_1.000000,1,25,12,12
17291,25,3,25,8,15625,15625,0.98299,-2,0,NOAH,XRAI_1.000000,1,25,12,12
17720,25,3,25,9,15625,15625,0.979306,-1,0,NOAH,XRAI_1.000000,1,25,12,12
18199,25,3,25,10,15625,15625,0.982322,-2,0,NOAH,XRAI_1.000000,1,25,12,12
18728,25,3,25,11,15625,15625,0.983333,-2,0,NOAH,XRAI_1.000000,1,25,12,12
19307,25,3,25,12,15625,15625,0.984977,-2,0,NOAH,XRAI_1.000000,1,25,12,12
19936,25,3,25,13,15625,15625,0.982159,-2,0,NOAH,XRAI_1.000000,1,25,12,12
20615,25,3,25,14,15625,15625,0.982487,-1,0,NOAH,XRAI_1.000000,1,25,12,12
21344,25,3,25,15,15625,15625,0.98282,-3,0,NOAH,XRAI_1.000000,1,25,12,12
22123,25,3,25,16,15625,15625,0.98441,-3,0,NOAH,XRAI_1.000000,1,25,12,12
22952,25,3,25,17,15625,15625,0.983161,-3,0,NOAH,XRAI_1.000000,1,25,12,12
23831,25,3,25,18,15625,15625,0.983863,-1,0,NOAH,XRAI_1.000000,1,25,12,12
24760,25,3,25,19,15625,15625,0.981522,-2,0,NOAH,XRAI_1.000000,1,25,12,12
25739,25,3,25,20,15625,15625,0.985171,-1,0,NOAH,XRAI_1.000000,1,25,12,12
26768,25,3,25,21,15625,15625,0.984596,-3,0,NOAH,XRAI_1.000000,1,25,12,12
27847,25,3,25,22,15625,15625,0.980605,-4,-1,NOAH,XRAI_1.000000,1,25,12,12
28976,25,3,25,23,15625,15625,0.982487,-1,0,NOAH,XRAI_1.000000,1,25,12,12
30155,25,3,25,24,15625,15625,0.980755,-2,0,NOAH,XRAI_1.000000,1,25,12,12
31384,25,3,25,25,15625,15625,0.980309,-1,0,NOAH,XRAI_1.000000,1,25,12,12
32663,25,3,25,26,15625,15625,0.984977,-5,-1,NOAH,XRAI_1.000000,1,25,12,12
33992,25,3,25,27,15625,15625,0.981838,-3,0,NOAH,XRAI_1.000000,1,25,12,12
35371,25,3,25,28,15625,15625,0.98441,-3,0,NOAH,XRAI_1.000000,1,25,12,12
36800,25,3,25,29,15625,15625,0.985566,-2,0,NOAH,XRAI_1.000000,1,25,12,12
15675,25,5,25,0,15625,15625,0.992393,-1,0,NOAH,XRAI_1.000000,1,25,12,12
15706,25,5,25,1,15625,15625,0.991326,0,0,NOAH,XRAI_1.000000,1,25,12,12
15787,25,5,25,2,15625,15625,0.990377,0,0,NOAH,XRAI_1.000000,1,25,12,12
15918,25,5,25,3,15625,15625,0.989242,0,0,NOAH,XRAI_1.000000,1,25,12,12
16099,25,5,25,4,15625,15625,0.985973,0,0,NOAH,XRAI_1.000000,1,25,12,12
16330,25,5,25,5,15625,15625,0.988717,0,0,NOAH,XRAI_1.000000,1,25,12,12
16611,25,5,25,6,15625,15625,0.982159,0,0,NOAH,XRAI_1.000000,1,25,12,12
16942,25,5,25,7,15625,15625,0.989242,0,0,NOAH,XRAI_1.000000,1,25,12,12
17323,25,5,25,8,15625,15625,0.991667,0,0,NOAH,XRAI_1.000000,1,25,12,12
17754,25,5,25,9,15625,15625,0.990683,0,0,NOAH,XRAI_1.000000,1,25,12,12
18235,25,5,25,10,15625,15625,0.988463,0,0,NOAH,XRAI_1.000000,1,25,12,12
18766,25,5,25,11,15625,15625,0.991326,-1,0,NOAH,XRAI_1.000000,1,25,12,12
19347,25,5,25,12,15625,15625,0.98441,0,0,NOAH,XRAI_1.000000,1,25,12,12
19978,25,5,25,13,15625,15625,0.987271,0,0,NOAH,XRAI_1.000000,1,25,12,12
20659,25,5,25,14,15625,15625,0.991667,0,0,NOAH,XRAI_1.000000,1,25,12,12
21390,25,5,25,15,15625,15625,0.990683,-1,0,NOAH,XRAI_1.000000,1,25,12,12
22171,25,5,25,16,15625,15625,0.992783,0,0,NOAH,XRAI_1.000000,1,25,12,12
23002,25,5,25,17,15625,15625,0.987972,0,0,NOAH,XRAI_1.000000,1,25,12,12
23883,25,5,25,18,15625,15625,0.985973,0,0,NOAH,XRAI_1.000000,1,25,12,12
24814,25,5,25,19,15625,15625,0.988215,0,0,NOAH,XRAI_1.000000,1,25,12,12
25795,25,5,25,20,15625,15625,0.990683,0,0,NOAH,XRAI_1.000000,1,25,12,12
26826,25,5,25,21,15625,15625,0.987271,0,0,NOAH,XRAI_1.000000,1,25,12,12
27907,25,5,25,22,15625,15625,0.985973,0,0,NOAH,XRAI_1.000000,1,25,12,12
29038,25,5,25,23,15625,15625,0.988976,0,0,NOAH,XRAI_1.000000,1,25,12,12
30219,25,5,25,24,15625,15625,0.992393,-1,0,NOAH,XRAI_1.000000,1,25,12,12
31450,25,5,25,25,15625,15625,0.988976,0,0,NOAH,XRAI_1.000000,1,25,12,12
32731,25,5,25,26,15625,15625,0.991667,0,0,NOAH,XRAI_1.000000,1,25,12,12
34062,25,5,25,27,15625,15625,0.989794,0,0,NOAH,XRAI_1.000000,1,25,12,12
35443,25,5,25,28,15625,15625,0.993196,0,0,NOAH,XRAI_1.000000,1,25,12,12
36874,25,5,25,29,15625,15625,0.992783,0,0,NOAH,XRAI_1.000000,1,25,12,12
15750,25,10,25,0,12315,15625,1,0,0,NOAH,XRAI_1.000000,1,25,12,12
15786,25,10,25,1,7115,15625,1,0,0,NOAH,XRAI_1.000000,1,25,12,12
15872,25,10,25,2,5950,15625,1,0,0,NOAH,XRAI_1.000000,1,25,12,12
16008,25,10,25,3,6461,15625,1,0,0,NOAH,XRAI_1.000000,1,25,12,12
16194,25,10,25,4,6883,15625,1,0,0,NOAH,XRAI_1.000000,1,25,12,12
16430,25,10,25,5,8670,15625,1,0,0,NOAH,XRAI_1.000000,1,25,12,12
16716,25,10,25,6,6150,15625,1,0,0,NOAH,XRAI_1.000000,1,25,12,12
17052,25,10,25,7,15625,15625,0.997594,0,0,NOAH,XRAI_1.000000,1,25,12,12
17438,25,10,25,8,6645,15625,1,0,0,NOAH,XRAI_1.000000,1,25,12,12
17874,25,10,25,9,5172,15625,1,0,0,NOAH,XRAI_1.000000,1,25,12,12
18360,25,10,25,10,5551,15625,1,0,0,NOAH,XRAI_1.000000,1,25,12,12
18896,25,10,25,11,5757,15625,1,0,0,NOAH,XRAI_1.000000,1,25,12,12
19482,25,10,25,12,5509,15625,1,0,0,NOAH,XRAI_1.000000,1,25,12,12
20118,25,10,25,13,11049,15625,1,0,0,NOAH,XRAI_1.000000,1,25,12,12
20804,25,10,25,14,6837,15625,1,0,0,NOAH,XRAI_1.000000,1,25,12,12
21540,25,10,25,15,8703,15625,1,0,0,NOAH,XRAI_1.000000,1,25,12,12
22326,25,10,25,16,37,15625,0.785569,0,0,NOAH,XRAI_1.000000,1,25,12,12
23162,25,10,25,17,6128,15625,1,0,0,NOAH,XRAI_1.000000,1,25,12,12
24048,25,10,25,18,8338,15625,1,0,0,NOAH,XRAI_1.000000,1,25,12,12
24984,25,10,25,19,6906,15625,1,0,0,NOAH,XRAI_1.000000,1,25,12,12
25970,25,10,25,20,4660,15625,1,0,0,NOAH,XRAI_1.000000,1,25,12,12
27006,25,10,25,21,5754,15625,1,0,0,NOAH,XRAI_1.000000,1,25,12,12
28092,25,10,25,22,8943,15625,1,0,0,NOAH,XRAI_1.000000,1,25,12,12
29228,25,10,25,23,6577,15625,1,0,0,NOAH,XRAI_1.000000,1,25,12,12
30414,25,10,25,24,5008,15625,1,0,0,NOAH,XRAI_1.000000,1,25,12,12
31650,25,10,25,25,7649,15625,1,0,0,NOAH,XRAI_1.000000,1,25,12,12
32936,25,10,25,26,10572,15625,1,0,0,NOAH,XRAI_1.000000,1,25,12,12
34272,25,10,25,27,13728,15625,1,0,0,NOAH,XRAI_1.000000,1,25,12,12
35658,25,10,25,28,10754,15625,1,0,0,NOAH,XRAI_1.000000,1,25,12,12
37094,25,10,25,29,8954,15625,1,0,0,NOAH,XRAI_1.000000,1,25,12,12
26,5,1,2,0,18,50,1,-1,0,NOAH,NSWAP,0.5,2,1,1
33,5,1,2,1,3,50,1,0,0,NOAH,NSWAP,0.5,2,1,1
50,5,1,2,2,5,50,1,-1,0,NOAH,NSWAP,0.5,2,1,1
77,5,1,2,3,10,50,1,-1,0,NOAH,NSWAP,0.5,2,1,1
114,5,1,2,4,0,50,1,-1,0,NOAH,NSWAP,0.5,2,1,1
161,5,1,2,5,6,50,1,-1,0,NOAH,NSWAP,0.5,2,1,1
218,5,1,2,6,0,50,1,0,0,NOAH,NSWAP,0.5,2,1,1
285,5,1,2,7,5,50,1,-1,0,NOAH,NSWAP,0.5,2,1,1
362,5,1,2,8,12,50,1,-1,0,NOAH,NSWAP,0.5,2,1,1
449,5,1,2,9,0,50,1,-1,0,NOAH,NSWAP,0.5,2,1,1
546,5,1,2,10,0,50,1,-1,0,NOAH,NSWAP,0.5,2,1,1
653,5,1,2,11,0,50,1,-1,0,NOAH,NSWAP,0.5,2,1,1
770,5,1,2,12,5,50,1,0,0,NOAH,NSWAP,0.5,2,1,1
897,5,1,2,13,0,50,1,-1,0,NOAH,NSWAP,0.5,2,1,1
1034,5,1,2,14,0,50,1,-1,0,NOAH,NSWAP,0.5,2,1,1
1181,5,1,2,15,0,50,1,-1,0,NOAH,NSWAP,0.5,2,1,1
1338,5,1,2,16,7,50,1,-1,0,NOAH,NSWAP,0.5,2,1,1
1505,5,1,2,17,5,50,1,0,0,NOAH,NSWAP,0.5,2,1,1
1682,5,1,2,18,5,50,1,-1,0,NOAH,NSWAP,0.5,2,1,1
1869,5,1,2,19,10,50,1,-1,0,NOAH,NSWAP,0.5,2,1,1
2066,5,1,2,20,50,50,0.75,0,0,NOAH,NSWAP,0.5,2,1,1
2273,5,1,2,21,5,50,1,-1,0,NOAH,NSWAP,0.5,2,1,1
2490,5,1,2,22,0,50,1,0,0,NOAH,NSWAP,0.5,2,1,1
2717,5,1,2,23,3,50,1,0,0,NOAH,NSWAP,0.5,2,1,1
2954,5,1,2,24,0,50,1,0,0,NOAH,NSWAP,0.5,2,1,1
3201,5,1,2,25,0,50,1,-1,0,NOAH,NSWAP,0.5,2,1,1
3458,5,1,2,26,0,50,1,-1,0,NOAH,NSWAP,0.5,2,1,1
3725,5,1,2,27,0,50,1,-2,0,NOAH,NSWAP,0.5,2,1,1
4002,5,1,2,28,50,50,0.75,-1,0,NOAH,NSWAP,0.5,2,1,1
4289,5,1,2,29,3,50,1,0,0,NOAH,NSWAP,0.5,2,1,1
51,10,1,2,0,0,200,1,-4,-1,NOAH,NSWAP,0.5,2,1,1
63,10,1,2,1,15,200,1,-4,0,NOAH,NSWAP,0.5,2,1,1
95,10,1,2,2,8,200,1,-1,0,NOAH,NSWAP,0.5,2,1,1
147,10,1,2,3,6,200,1,-5,0,NOAH,NSWAP,0.5,2,1,1
219,10,1,2,4,10,200,1,-3,0,NOAH,NSWAP,0.5,2,1,1
311,10,1,2,5,13,200,1,-3,0,NOAH,NSWAP,0.5,2,1,1
423,10,1,2,6,0,200,1,-5,0,NOAH,NSWAP,0.5,2,1,1
555,10,1,2,7,28,200,1,-5,0,NOAH,NSWAP,0.5,2,1,1
707,10,1,2,8,8,200,1,-5,0,NOAH,NSWAP,0.5,2,1,1
879,10,1,2,9,0,200,1,-4,-1,NOAH,NSWAP,0.5,2,1,1
1071,10,1,2,10,8,200,1,-4,0,NOAH,NSWAP,0.5,2,1,1
1283,10,1,2,11,10,200,1,-4,0,NOAH,NSWAP,0.5,2,1,1
1515,10,1,2,12,9,200,1,-4,-1,NOAH,NSWAP,0.5,2,1,1
1767,10,1,2,13,0,200,1,-4,0,NOAH,NSWAP,0.5,2,1,1
2039,10,1,2,14,7,200,1,-6,0,NOAH,NSWAP,0.5,2,1,1
2331,10,1,2,15,0,200,1,-5,0,NOAH,NSWAP,0.5,2,1,1
2643,10,1,2,16,12,200,1,-3,-2,NOAH,NSWAP,0.5,2,1,1
2975,10,1,2,17,12,200,1,-2,0,NOAH,NSWAP,0.5,2,1,1
3327,10,1,2,18,14,200,1,-5,0,NOAH,NSWAP,0.5,2,1,1
3699,10,1,2,19,28,200,1,-3,0,NOAH,NSWAP,0.5,2,1,1
4091,10,1,2,20,0,200,1,-4,0,NOAH,NSWAP,0.5,2,1,1
4503,10,1,2,21,9,200,1,-6,-1,NOAH,NSWAP,0.5,2,1,1
4935,10,1,2,22,0,200,1,-3,0,NOAH,NSWAP,0.5,2,1,1
5387,10,1,2,23,12,200,1,-6,-1,NOAH,NSWAP,0.5,2,1,1
5859,10,1,2,24,11,200,1,-3,0,NOAH,NSWAP,0.5,2,1,1
6351,10,1,2,25,12,200,1,-4,0,NOAH,NSWAP,0.5,2,1,1
6863,10,1,2,26,14,200,1,-2,0,NOAH,NSWAP,0.5,2,1,1
7395,10,1,2,27,0,200,1,-4,0,NOAH,NSWAP,0.5,2,1,1
7947,10,1,2,28,11,200,1,-3,0,NOAH,NSWAP,0.5,2,1,1
8519,10,1,2,29,9,200,1,-2,0,NOAH,NSWAP,0.5,2,1,1
1011,10,1,10,0,1000,1000,0.878284,-1,0,NOAH,NSWAP,0.5,10,5,5
1023,10,1,10,1,1000,1000,0.864422,-1,0,NOAH,NSWAP,0.5,10,5,5
1055,10,1,10,2,1000,1000,0.877162,-2,0,NOAH,NSWAP,0.5,10,5,5
1107,10,1,10,3,1000,1000,0.834365,-2,0,NOAH,NSWAP,0.5,10,5,5
1179,10,1,10,4,1000,1000,0.867492,-1,-1,NOAH,NSWAP,0.5,10,5,5
1271,10,1,10,5,1000,1000,0.881713,0,0,NOAH,NSWAP,0.5,10,5,5
1383,10,1,10,6,1000,1000,0.860434,-2,0,NOAH,NSWAP,0.5,10,5,5
1515,10,1,10,7,1000,1000,0.866461,-2,-1,NOAH,NSWAP,0.5,10,5,5
1667,10,1,10,8,1000,1000,0.903419,-1,0,NOAH,NSWAP,0.5,10,5,5
1839,10,1,10,9,1000,1000,0.827072,-1,0,NOAH,NSWAP,0.5,10,5,5
2031,10,1,10,10,1000,1000,0.845506,-2,-1,NOAH,NSWAP,0.5,10,5,5
2243,10,1,10,11,1000,1000,0.881713,-2,-1,NOAH,NSWAP,0.5,10,5,5
2475,10,1,10,12,1000,1000,0.933746,-2,0,NOAH,NSWAP,0.5,10,5,5
2727,10,1,10,13,1000,1000,0.885245,-2,0,NOAH,NSWAP,0.5,10,5,5
2999,10,1,10,14,1000,1000,0.8717,-3,0,NOAH,NSWAP,0.5,10,5,5
3291,10,1,10,15,1000,1000,0.903419,-1,0,NOAH,NSWAP,0.5,10,5,5
3603,10,1,10,16,1000,1000,0.884056,-2,0,NOAH,NSWAP,0.5,10,5,5
3935,10,1,10,17,1000,1000,0.848193,-1,0,NOAH,NSWAP,0.5,10,5,5
4287,10,1,10,18,1000,1000,0.729858,-2,-2,NOAH,NSWAP,0.5,10,5,5
4659,10,1,10,19,1000,1000,0.837712,-2,0,NOAH,NSWAP,0.5,10,5,5
5051,10,1,10,20,1000,1000,0.855603,-2,0,NOAH,NSWAP,0.5,10,5,5
5463,10,1,10,21,1000,1000,0.924097,-3,-1,NOAH,NSWAP,0.5,10,5,5
5895,10,1,10,22,1000,1000,0.869579,-3,0,NOAH,NSWAP,0.5,10,5,5
6347,10,1,10,23,1000,1000,0.870635,-2,0,NOAH,NSWAP,0.5,10,5,5
6819,10,1,10,24,1000,1000,0.910803,-1,0,NOAH,NSWAP,0.5,10,5,5
7311,10,1,10,25,1000,1000,0.87605,-2,0,NOAH,NSWAP,0.5,10,5,5
7823,10,1,10,26,1000,1000,0.866461,-2,0,NOAH,NSWAP,0.5,10,5,5
8355,10,1,10,27,1000,1000,0.857516,-2,0,NOAH,NSWAP,0.5,10,5,5
8907,10,1,10,28,1000,1000,0.90485,-4,0,NOAH,NSWAP,0.5,10,5,5
9479,10,1,10,29,1000,1000,0.899248,-2,-1,NOAH,NSWAP,0.5,10,5,5
126,25,1,2,0,37,1250,1,-19,-9,NOAH,NSWAP,0.5,2,1,1
153,25,1,2,1,31,1250,1,-19,-9,NOAH,NSWAP,0.5,2,1,1
230,25,1,2,2,0,1250,1,-18,-4,NOAH,NSWAP,0.5,2,1,1
357,25,1,2,3,44,1250,1,-16,-7,NOAH,NSWAP,0.5,2,1,1
534,25,1,2,4,35,1250,1,-18,-5,NOAH,NSWAP,0.5,2,1,1
761,25,1,2,5,0,1250,1,-19,-8,NOAH,NSWAP,0.5,2,1,1
1038,25,1,2,6,20,1250,1,-18,-8,NOAH,NSWAP,0.5,2,1,1
1365,25,1,2,7,19,1250,1,-16,-7,NOAH,NSWAP,0.5,2,1,1
1742,25,1,2,8,0,1250,1,-19,-7,NOAH,NSWAP,0.5,2,1,1
2169,25,1,2,9,20,1250,1,-18,-6,NOAH,NSWAP,0.5,2,1,1
2646,25,1,2,10,0,1250,1,-19,-8,NOAH,NSWAP,0.5,2,1,1
3173,25,1,2,11,0,1250,1,-17,-7,NOAH,NSWAP,0.5,2,1,1
3750,25,1,2,12,75,1250,1,-17,-6,NOAH,NSWAP,0.5,2,1,1
4377,25,1,2,13,0,1250,1,-17,-8,NOAH,NSWAP,0.5,2,1,1
5054,25,1,2,14,0,1250,1,-20,-11,NOAH,NSWAP,0.5,2,1,1
5781,25,1,2,15,22,1250,1,-17,-8,NOAH,NSWAP,0.5,2,1,1
6558,25,1,2,16,43,1250,1,-16,-6,NOAH,NSWAP,0.5,2,1,1
7385,25,1,2,17,26,1250,1,-18,-7,NOAH,NSWAP,0.5,2,1,1
8262,25,1,2,18,31,1250,1,-19,-6,NOAH,NSWAP,0.5,2,1,1
9189,25,1,2,19,0,1250,1,-18,-6,NOAH,NSWAP,0.5,2,1,1
10166,25,1,2,20,21,1250,1,-20,-9,NOAH,NSWAP,0.5,2,1,1
11193,25,1,2,21,48,1250,1,-19,-8,NOAH,NSWAP,0.5,2,1,1
12270,25,1,2,22,81,1250,1,-17,-7,NOAH,NSWAP,0.5,2,1,1
13397,25,1,2,23,42,1250,1,-19,-5,NOAH,NSWAP,0.5,2,1,1
14574,25,1,2,24,66,1250,1,-19,-9,NOAH,NSWAP,0.5,2,1,1
15801,25,1,2,25,0,1250,1,-20,-9,NOAH,NSWAP,0.5,2,1,1
17078,25,1,2,26,48,1250,1,-19,-9,NOAH,NSWAP,0.5,2,1,1
18405,25,1,2,27,45,1250,1,-15,-7,NOAH,NSWAP,0.5,2,1,1
19782,25,1,2,28,36,1250,1,-15,-5,NOAH,NSWAP,0.5,2,1,1
21209,25,1,2,29,34,1250,1,-19,-8,NOAH,NSWAP,0.5,2,1,1
2526,25,1,10,0,6250,6250,0.920943,-17,-8,NOAH,NSWAP,0.5,10,5,5
2553,25,1,10,1,6250,6250,0.924949,-16,-7,NOAH,NSWAP,0.5,10,5,5
2630,25,1,10,2,6250,6250,0.953936,-14,-8,NOAH,NSWAP,0.5,10,5,5
2757,25,1,10,3,6250,6250,0.942399,-17,-8,NOAH,NSWAP,0.5,10,5,5
2934,25,1,10,4,6250,6250,0.950699,-17,-10,NOAH,NSWAP,0.5,10,5,5
3161,25,1,10,5,6250,6250,0.95031,-13,-4,NOAH,NSWAP,0.5,10,5,5
3438,25,1,10,6,6250,6250,0.943754,-17,-8,NOAH,NSWAP,0.5,10,5,5
3765,25,1,10,7,6250,6250,0.983566,-17,-9,NOAH,NSWAP,0.5,10,5,5
4142,25,1,10,8,6250,6250,0.953106,-15,-8,NOAH,NSWAP,0.5,10,5,5
4569,25,1,10,9,6250,6250,0.931394,-14,-6,NOAH,NSWAP,0.5,10,5,5
5046,25,1,10,10,6250,6250,0.930834,-14,-8,NOAH,NSWAP,0.5,10,5,5
5573,25,1,10,11,6250,6250,0.944098,-17,-7,NOAH,NSWAP,0.5,10,5,5
6150,25,1,10,12,6250,6250,0.941733,-14,-3,NOAH,NSWAP,0.5,10,5,5
6777,25,1,10,13,6250,6250,0.948405,-16,-8,NOAH,NSWAP,0.5,10,5,5
7454,25,1,10,14,6250,6250,0.958333,-16,-6,NOAH,NSWAP,0.5,10,5,5
8181,25,1,10,15,6250,6250,0.950699,-15,-8,NOAH,NSWAP,0.5,10,5,5
8958,25,1,10,16,6250,6250,0.989242,-17,-6,NOAH,NSWAP,0.5,10,5,5
9785,25,1,10,17,6250,6250,0.939142,-16,-9,NOAH,NSWAP,0.5,10,5,5
10662,25,1,10,18,6250,6250,0.975944,-16,-8,NOAH,NSWAP,0.5,10,5,5
11589,25,1,10,19,6250,6250,0.954781,-17,-10,NOAH,NSWAP,0.5,10,5,5
12566,25,1,10,20,6250,6250,0.602089,-16,-8,NOAH,NSWAP,0.5,10,5,5
13593,25,1,10,21,6250,6250,0.975155,-13,-4,NOAH,NSWAP,0.5,10,5,5
14670,25,1,10,22,6250,6250,0.919732,-17,-9,NOAH,NSWAP,0.5,10,5,5
15797,25,1,10,23,6250,6250,0.875619,-17,-9,NOAH,NSWAP,0.5,10,5,5
16974,25,1,10,24,6250,6250,0.942065,-16,-8,NOAH,NSWAP,0.5,10,5,5
18201,25,1,10,25,6250,6250,0.941403,-13,-4,NOAH,NSWAP,0.5,10,5,5
19478,25,1,10,26,6250,6250,0.935152,-15,-6,NOAH,NSWAP,0.5,10,5,5
20805,25,1,10,27,6250,6250,0.956521,-18,-10,NOAH,NSWAP,0.5,10,5,5
22182,25,1,10,28,6250,6250,0.972222,-18,-7,NOAH,NSWAP,0.5,10,5,5
23609,25,1,10,29,6250,6250,0.957417,-16,-9,NOAH,NSWAP,0.5,10,5,5
15651,25,1,25,0,15625,15625,0.930653,-15,-8,NOAH,NSWAP,0.5,25,12,12
15678,25,1,25,1,15625,15625,0.926402,-15,-7,NOAH,NSWAP,0.5,25,12,12
15755,25,1,25,2,15625,15625,0.907892,-18,-12,NOAH,NSWAP,0.5,25,12,12
15882,25,1,25,3,15625,15625,0.904409,-14,-8,NOAH,NSWAP,0.5,25,12,12
16059,25,1,25,4,15625,15625,0.931874,-16,-9,NOAH,NSWAP,0.5,25,12,12
16286,25,1,25,5,15625,15625,0.896418,-15,-8,NOAH,NSWAP,0.5,25,12,12
16563,25,1,25,6,15625,15625,0.924654,-15,-8,NOAH,NSWAP,0.5,25,12,12
16890,25,1,25,7,15625,15625,0.893852,-15,-7,NOAH,NSWAP,0.5,25,12,12
17267,25,1,25,8,15625,15625,0.910215,-15,-7,NOAH,NSWAP,0.5,25,12,12
17694,25,1,25,9,15625,15625,0.917119,-15,-6,NOAH,NSWAP,0.5,25,12,12
18171,25,1,25,10,15625,15625,0.917715,-14,-5,NOAH,NSWAP,0.5,25,12,12
18698,25,1,25,11,15625,15625,0.95442,-15,-8,NOAH,NSWAP,0.5,25,12,12
19275,25,1,25,12,15625,15625,0.9196,-16,-9,NOAH,NSWAP,0.5,25,12,12
19902,25,1,25,13,15625,15625,0.927671,-14,-7,NOAH,NSWAP,0.5,25,12,12
20579,25,1,25,14,15625,15625,0.843265,-13,-8,NOAH,NSWAP,0.5,25,12,12
21306,25,1,25,15,15625,15625,0.926363,-16,-9,NOAH,NSWAP,0.5,25,12,12
22083,25,1,25,16,15625,15625,0.928476,-16,-9,NOAH,NSWAP,0.5,25,12,12
22910,25,1,25,17,15625,15625,0.925854,-15,-9,NOAH,NSWAP,0.5,25,12,12
23787,25,1,25,18,15625,15625,0.915529,-14,-8,NOAH,NSWAP,0.5,25,12,12
24714,25,1,25,19,15625,15625,0.920469,-16,-9,NOAH,NSWAP,0.5,25,12,12
25691,25,1,25,20,15625,15625,0.923359,-15,-8,NOAH,NSWAP,0.5,25,12,12
26718,25,1,25,21,15625,15625,0.923586,-17,-7,NOAH,NSWAP,0.5,25,12,12
27795,25,1,25,22,15625,15625,0.900435,-13,-7,NOAH,NSWAP,0.5,25,12,12
28922,25,1,25,23,15625,15625,0.906799,-12,-6,NOAH,NSWAP,0.5,25,12,12
30099,25,1,25,24,15625,15625,0.918563,-14,-5,NOAH,NSWAP,0.5,25,12,12
31326,25,1,25,25,15625,15625,0.9237,-15,-8,NOAH,NSWAP,0.5,25,12,12
32603,25,1,25,26,15625,15625,0.918599,-14,-9,NOAH,NSWAP,0.5,25,12,12
33930,25,1,25,27,15625,15625,0.960107,-17,-10,NOAH,NSWAP,0.5,25,12,12
35307,25,1,25,28,15625,15625,0.908808,-16,-9,NOAH,NSWAP,0.5,25,12,12
36734,25,1,25,29,15625,15625,0.921568,-14,-7,NOAH,NSWAP,0.5,25,12,12
26,5,1,2,0,3,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
33,5,1,2,1,4,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
50,5,1,2,2,9,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
77,5,1,2,3,5,50,1,-1,0,NOAH,XRAI_0.000000,0.5,2,1,1
114,5,1,2,4,0,50,1,-1,0,NOAH,XRAI_0.000000,0.5,2,1,1
161,5,1,2,5,13,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
218,5,1,2,6,0,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
285,5,1,2,7,5,50,1,-1,0,NOAH,XRAI_0.000000,0.5,2,1,1
362,5,1,2,8,5,50,1,-1,0,NOAH,XRAI_0.000000,0.5,2,1,1
449,5,1,2,9,0,50,1,-1,0,NOAH,XRAI_0.000000,0.5,2,1,1
546,5,1,2,10,0,50,1,-1,0,NOAH,XRAI_0.000000,0.5,2,1,1
653,5,1,2,11,0,50,1,-1,0,NOAH,XRAI_0.000000,0.5,2,1,1
770,5,1,2,12,7,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
897,5,1,2,13,0,50,1,-1,0,NOAH,XRAI_0.000000,0.5,2,1,1
1034,5,1,2,14,0,50,1,-1,0,NOAH,XRAI_0.000000,0.5,2,1,1
1181,5,1,2,15,0,50,1,-1,0,NOAH,XRAI_0.000000,0.5,2,1,1
1338,5,1,2,16,12,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
1505,5,1,2,17,5,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
1682,5,1,2,18,4,50,1,-1,0,NOAH,XRAI_0.000000,0.5,2,1,1
1869,5,1,2,19,7,50,1,-1,0,NOAH,XRAI_0.000000,0.5,2,1,1
2066,5,1,2,20,50,50,0.75,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
2273,5,1,2,21,3,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
2490,5,1,2,22,0,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
2717,5,1,2,23,4,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
2954,5,1,2,24,0,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
3201,5,1,2,25,0,50,1,-1,0,NOAH,XRAI_0.000000,0.5,2,1,1
3458,5,1,2,26,0,50,1,-1,0,NOAH,XRAI_0.000000,0.5,2,1,1
3725,5,1,2,27,0,50,1,-2,0,NOAH,XRAI_0.000000,0.5,2,1,1
4002,5,1,2,28,7,50,1,-1,0,NOAH,XRAI_0.000000,0.5,2,1,1
