seed,n,m,mu,run,diversity,fitness,OPT,algorithm,mutation,rob_test_0,init
4002,5,1,2,28,1.0,1,0,Mu1-unconst,XRAI_2.000000,-1.0,0
311,10,1,2,5,1.0,4,0,Mu1-unconst,XRAI_2.000000,-1.0,0
4289,5,1,2,29,0.75,0,0,Mu1-unconst,XRAI_2.000000,0.0,1
153,25,1,2,1,0.958333,19,9,Mu1-unconst,XRAI_2.000000,-1.0,1
4289,5,1,2,29,1.0,0,0,Mu1-unconst,XRAI_2.000000,0.0,0
423,10,1,2,6,1.0,5,0,Mu1-unconst,XRAI_2.000000,-1.0,1
423,10,1,2,6,1.0,5,0,Mu1-unconst,XRAI_2.000000,-1.0,0
1011,10,1,10,0,0.863414,4,0,Mu1-unconst,XRAI_2.000000,5.0,1
555,10,1,2,7,0.888889,5,0,Mu1-unconst,XRAI_2.000000,-1.0,1
555,10,1,2,7,1.0,5,0,Mu1-unconst,XRAI_2.000000,-1.0,0
707,10,1,2,8,0.888889,6,0,Mu1-unconst,XRAI_2.000000,-1.0,1
707,10,1,2,8,1.0,6,0,Mu1-unconst,XRAI_2.000000,-1.0,0
879,10,1,2,9,1.0,4,1,Mu1-unconst,XRAI_2.000000,-1.0,1
879,10,1,2,9,1.0,4,1,Mu1-unconst,XRAI_2.000000,-1.0,0
1071,10,1,2,10,0.888889,4,0,Mu1-unconst,XRAI_2.000000,-1.0,1
1071,10,1,2,10,1.0,4,0,Mu1-unconst,XRAI_2.000000,-1.0,0
1283,10,1,2,11,0.888889,5,0,Mu1-unconst,XRAI_2.000000,-1.0,1
1283,10,1,2,11,1.0,5,0,Mu1-unconst,XRAI_2.000000,-1.0,0
1515,10,1,2,12,0.888889,5,1,Mu1-unconst,XRAI_2.000000,5.0,1
1515,10,1,2,12,1.0,5,1,Mu1-unconst,XRAI_2.000000,5.0,0
1767,10,1,2,13,1.0,4,0,Mu1-unconst,XRAI_2.000000,-1.0,1
1767,10,1,2,13,1.0,4,0,Mu1-unconst,XRAI_2.000000,-1.0,0
153,25,1,2,1,1.0,18,9,Mu1-unconst,XRAI_2.000000,-1.0,0
2039,10,1,2,14,0.888889,6,0,Mu1-unconst,XRAI_2.000000,-1.0,1
2039,10,1,2,14,1.0,6,0,Mu1-unconst,XRAI_2.000000,-1.0,0
2331,10,1,2,15,1.0,5,0,Mu1-unconst,XRAI_2.000000,5.0,1
2331,10,1,2,15,1.0,5,0,Mu1-unconst,XRAI_2.000000,5.0,0
2643,10,1,2,16,0.888889,3,2,Mu1-unconst,XRAI_2.000000,5.0,1
2643,10,1,2,16,1.0,3,2,Mu1-unconst,XRAI_2.000000,-1.0,0
2975,10,1,2,17,0.888889,3,0,Mu1-unconst,XRAI_2.000000,-1.0,1
2975,10,1,2,17,1.0,3,0,Mu1-unconst,XRAI_2.000000,-1.0,0
3327,10,1,2,18,0.888889,5,0,Mu1-unconst,XRAI_2.000000,-1.0,1
3327,10,1,2,18,1.0,5,0,Mu1-unconst,XRAI_2.000000,-1.0,0
3699,10,1,2,19,0.888889,3,0,Mu1-unconst,XRAI_2.000000,-1.0,1
3699,10,1,2,19,1.0,3,0,Mu1-unconst,XRAI_2.000000,-1.0,0
4091,10,1,2,20,1.0,4,0,Mu1-unconst,XRAI_2.000000,-1.0,1
4091,10,1,2,20,1.0,4,0,Mu1-unconst,XRAI_2.000000,-1.0,0
230,25,1,2,2,1.0,18,4,Mu1-unconst,XRAI_2.000000,-1.0,1
230,25,1,2,2,1.0,18,4,Mu1-unconst,XRAI_2.000000,-1.0,0
4503,10,1,2,21,0.888889,5,1,Mu1-unconst,XRAI_2.000000,-1.0,1
4503,10,1,2,21,1.0,5,1,Mu1-unconst,XRAI_2.000000,-1.0,0
4935,10,1,2,22,1.0,3,0,Mu1-unconst,XRAI_2.000000,-1.0,1
4935,10,1,2,22,1.0,3,0,Mu1-unconst,XRAI_2.000000,-1.0,0
5387,10,1,2,23,0.777778,6,1,Mu1-unconst,XRAI_2.000000,7.0,1
5387,10,1,2,23,1.0,6,1,Mu1-unconst,XRAI_2.000000,-1.0,0
5859,10,1,2,24,0.777778,4,0,Mu1-unconst,XRAI_2.000000,-1.0,1
5859,10,1,2,24,1.0,3,0,Mu1-unconst,XRAI_2.000000,-1.0,0
6351,10,1,2,25,0.888889,6,0,Mu1-unconst,XRAI_2.000000,-1.0,1
6351,10,1,2,25,1.0,3,0,Mu1-unconst,XRAI_2.000000,-1.0,0
6863,10,1,2,26,0.888889,3,0,Mu1-unconst,XRAI_2.000000,3.0,1
6863,10,1,2,26,1.0,3,0,Mu1-unconst,XRAI_2.000000,3.0,0
7395,10,1,2,27,1.0,4,0,Mu1-unconst,XRAI_2.000000,-1.0,1
357,25,1,2,3,0.958333,16,7,Mu1-unconst,XRAI_2.000000,16.0,1
7395,10,1,2,27,1.0,4,0,Mu1-unconst,XRAI_2.000000,-1.0,0
7947,10,1,2,28,0.888889,4,0,Mu1-unconst,XRAI_2.000000,-1.0,1
7947,10,1,2,28,1.0,4,0,Mu1-unconst,XRAI_2.000000,-1.0,0
8519,10,1,2,29,0.888889,2,0,Mu1-unconst,XRAI_2.000000,-1.0,1
8519,10,1,2,29,1.0,2,0,Mu1-unconst,XRAI_2.000000,-1.0,0
357,25,1,2,3,1.0,16,7,Mu1-unconst,XRAI_2.000000,16.0,0
534,25,1,2,4,0.916667,18,5,Mu1-unconst,XRAI_2.000000,-1.0,1
251,50,1,2,0,0.918367,44,24,Mu1-unconst,XRAI_2.000000,-1.0,1
534,25,1,2,4,1.0,18,5,Mu1-unconst,XRAI_2.000000,-1.0,0
761,25,1,2,5,1.0,19,8,Mu1-unconst,XRAI_2.000000,-1.0,1
761,25,1,2,5,1.0,19,8,Mu1-unconst,XRAI_2.000000,-1.0,0
251,50,1,2,0,1.0,42,24,Mu1-unconst,XRAI_2.000000,-1.0,0
1038,25,1,2,6,0.958333,19,8,Mu1-unconst,XRAI_2.000000,-1.0,1
1038,25,1,2,6,1.0,18,8,Mu1-unconst,XRAI_2.000000,-1.0,0
153899,50,1,50,24,0.973014,40,26,Mu1-unconst,XRAI_2.000000,40.0,1
1365,25,1,2,7,0.916667,16,7,Mu1-unconst,XRAI_2.000000,-1.0,1
1365,25,1,2,7,1.0,16,7,Mu1-unconst,XRAI_2.000000,-1.0,0
1742,25,1,2,8,1.0,19,7,Mu1-unconst,XRAI_2.000000,-1.0,1
1742,25,1,2,8,1.0,19,7,Mu1-unconst,XRAI_2.000000,-1.0,0
2169,25,1,2,9,0.958333,18,6,Mu1-unconst,XRAI_2.000000,-1.0,1
2169,25,1,2,9,1.0,18,6,Mu1-unconst,XRAI_2.000000,-1.0,0
303,50,1,2,1,0.959184,45,29,Mu1-unconst,XRAI_2.000000,-1.0,1
2646,25,1,2,10,1.0,19,8,Mu1-unconst,XRAI_2.000000,-1.0,1
2646,25,1,2,10,1.0,19,8,Mu1-unconst,XRAI_2.000000,-1.0,0
3173,25,1,2,11,1.0,17,7,Mu1-unconst,XRAI_2.000000,-1.0,1
3173,25,1,2,11,1.0,17,7,Mu1-unconst,XRAI_2.000000,-1.0,0
3750,25,1,2,12,0.958333,17,6,Mu1-unconst,XRAI_2.000000,-1.0,1
3750,25,1,2,12,1.0,17,6,Mu1-unconst,XRAI_2.000000,-1.0,0
4377,25,1,2,13,1.0,17,8,Mu1-unconst,XRAI_2.000000,-1.0,1
4377,25,1,2,13,1.0,17,8,Mu1-unconst,XRAI_2.000000,-1.0,0
303,50,1,2,1,1.0,45,29,Mu1-unconst,XRAI_2.000000,-1.0,0
5054,25,1,2,14,1.0,20,11,Mu1-unconst,XRAI_2.000000,22.0,1
5054,25,1,2,14,1.0,20,11,Mu1-unconst,XRAI_2.000000,22.0,0
5781,25,1,2,15,0.875,18,8,Mu1-unconst,XRAI_2.000000,-1.0,1
5781,25,1,2,15,1.0,18,8,Mu1-unconst,XRAI_2.000000,-1.0,0
6558,25,1,2,16,0.958333,16,6,Mu1-unconst,XRAI_2.000000,-1.0,1
6558,25,1,2,16,1.0,16,6,Mu1-unconst,XRAI_2.000000,-1.0,0
2526,25,1,10,0,0.928908,18,8,Mu1-unconst,XRAI_2.000000,-1.0,1
455,50,1,2,2,1.0,44,26,Mu1-unconst,XRAI_2.000000,-1.0,1
7385,25,1,2,17,0.875,18,7,Mu1-unconst,XRAI_2.000000,-1.0,1
7385,25,1,2,17,1.0,16,7,Mu1-unconst,XRAI_2.000000,-1.0,0
8262,25,1,2,18,0.875,20,6,Mu1-unconst,XRAI_2.000000,-1.0,1
8262,25,1,2,18,1.0,19,6,Mu1-unconst,XRAI_2.000000,-1.0,0
9189,25,1,2,19,1.0,18,6,Mu1-unconst,XRAI_2.000000,-1.0,1
9189,25,1,2,19,1.0,18,6,Mu1-unconst,XRAI_2.000000,-1.0,0
10166,25,1,2,20,0.958333,19,9,Mu1-unconst,XRAI_2.000000,-1.0,1
10166,25,1,2,20,1.0,18,9,Mu1-unconst,XRAI_2.000000,20.0,0
455,50,1,2,2,1.0,44,26,Mu1-unconst,XRAI_2.000000,-1.0,0
11193,25,1,2,21,0.916667,19,8,Mu1-unconst,XRAI_2.000000,-1.0,1
11193,25,1,2,21,1.0,19,8,Mu1-unconst,XRAI_2.000000,-1.0,0
12270,25,1,2,22,0.916667,17,7,Mu1-unconst,XRAI_2.000000,-1.0,1
12270,25,1,2,22,1.0,17,7,Mu1-unconst,XRAI_2.000000,-1.0,0
13397,25,1,2,23,0.958333,19,5,Mu1-unconst,XRAI_2.000000,-1.0,1
13397,25,1,2,23,1.0,19,5,Mu1-unconst,XRAI_2.000000,-1.0,0
14574,25,1,2,24,0.958333,19,9,Mu1-unconst,XRAI_2.000000,-1.0,1
14574,25,1,2,24,1.0,19,9,Mu1-unconst,XRAI_2.000000,-1.0,0
15801,25,1,2,25,1.0,20,9,Mu1-unconst,XRAI_2.000000,-1.0,1
707,50,1,2,3,0.938776,42,30,Mu1-unconst,XRAI_2.000000,-1.0,1
1011,10,1,10,0,0.945065,3,0,Mu1-unconst,XRAI_2.000000,5.0,0
1023,10,1,10,1,0.855603,1,0,Mu1-unconst,XRAI_2.000000,1.0,1
15801,25,1,2,25,1.0,20,9,Mu1-unconst,XRAI_2.000000,-1.0,0
17078,25,1,2,26,0.916667,20,9,Mu1-unconst,XRAI_2.000000,-1.0,1
17078,25,1,2,26,1.0,18,9,Mu1-unconst,XRAI_2.000000,-1.0,0
18405,25,1,2,27,0.958333,15,7,Mu1-unconst,XRAI_2.000000,-1.0,1
18405,25,1,2,27,1.0,15,7,Mu1-unconst,XRAI_2.000000,-1.0,0
19782,25,1,2,28,0.875,15,5,Mu1-unconst,XRAI_2.000000,-1.0,1
19782,25,1,2,28,1.0,15,5,Mu1-unconst,XRAI_2.000000,-1.0,0
21209,25,1,2,29,0.958333,19,8,Mu1-unconst,XRAI_2.000000,-1.0,1
21209,25,1,2,29,1.0,19,8,Mu1-unconst,XRAI_2.000000,-1.0,0
707,50,1,2,3,1.0,42,30,Mu1-unconst,XRAI_2.000000,-1.0,0
1059,50,1,2,4,1.0,43,28,Mu1-unconst,XRAI_2.000000,-1.0,1
1059,50,1,2,4,1.0,43,28,Mu1-unconst,XRAI_2.000000,-1.0,0
1511,50,1,2,5,1.0,42,27,Mu1-unconst,XRAI_2.000000,-1.0,1
1511,50,1,2,5,1.0,42,27,Mu1-unconst,XRAI_2.000000,-1.0,0
2063,50,1,2,6,0.979592,43,23,Mu1-unconst,XRAI_2.000000,-1.0,1
1023,10,1,10,1,0.953151,1,0,Mu1-unconst,XRAI_2.000000,-1.0,0
1055,10,1,10,2,0.868532,3,0,Mu1-unconst,XRAI_2.000000,4.0,1
2063,50,1,2,6,1.0,42,23,Mu1-unconst,XRAI_2.000000,-1.0,0
2715,50,1,2,7,1.0,42,26,Mu1-unconst,XRAI_2.000000,-1.0,1
2715,50,1,2,7,1.0,42,26,Mu1-unconst,XRAI_2.000000,-1.0,0
3467,50,1,2,8,1.0,44,27,Mu1-unconst,XRAI_2.000000,-1.0,1
3467,50,1,2,8,1.0,44,27,Mu1-unconst,XRAI_2.000000,-1.0,0
1055,10,1,10,2,0.947622,2,0,Mu1-unconst,XRAI_2.000000,4.0,0
1107,10,1,10,3,0.83603,3,0,Mu1-unconst,XRAI_2.000000,4.0,1
4319,50,1,2,9,1.0,43,23,Mu1-unconst,XRAI_2.000000,-1.0,1
4319,50,1,2,9,1.0,43,23,Mu1-unconst,XRAI_2.000000,-1.0,0
2526,25,1,10,0,1.0,17,8,Mu1-unconst,XRAI_2.000000,20.0,0
2553,25,1,10,1,0.944098,17,7,Mu1-unconst,XRAI_2.000000,-1.0,1
5271,50,1,2,10,0.938776,42,24,Mu1-unconst,XRAI_2.000000,-1.0,1
5271,50,1,2,10,1.0,42,24,Mu1-unconst,XRAI_2.000000,-1.0,0
6323,50,1,2,11,0.959184,45,27,Mu1-unconst,XRAI_2.000000,-1.0,1
6323,50,1,2,11,1.0,45,27,Mu1-unconst,XRAI_2.000000,-1.0,0
7475,50,1,2,12,1.0,46,24,Mu1-unconst,XRAI_2.000000,46.0,1
7475,50,1,2,12,1.0,46,24,Mu1-unconst,XRAI_2.000000,46.0,0
8727,50,1,2,13,1.0,42,24,Mu1-unconst,XRAI_2.000000,-1.0,1
8727,50,1,2,13,1.0,42,24,Mu1-unconst,XRAI_2.000000,-1.0,0
1107,10,1,10,3,0.959428,2,0,Mu1-unconst,XRAI_2.000000,2.0,0
1179,10,1,10,4,0.856556,2,1,Mu1-unconst,XRAI_2.000000,-1.0,1
10079,50,1,2,14,0.979592,44,27,Mu1-unconst,XRAI_2.000000,-1.0,1
10079,50,1,2,14,1.0,44,27,Mu1-unconst,XRAI_2.000000,-1.0,0
11531,50,1,2,15,0.979592,44,26,Mu1-unconst,XRAI_2.000000,-1.0,1
11531,50,1,2,15,1.0,44,26,Mu1-unconst,XRAI_2.000000,-1.0,0
13083,50,1,2,16,0.959184,45,25,Mu1-unconst,XRAI_2.000000,-1.0,1
13083,50,1,2,16,1.0,45,25,Mu1-unconst,XRAI_2.000000,-1.0,0
14735,50,1,2,17,1.0,44,27,Mu1-unconst,XRAI_2.000000,-1.0,1
14735,50,1,2,17,1.0,44,27,Mu1-unconst,XRAI_2.000000,-1.0,0
1179,10,1,10,4,0.959428,1,1,Mu1-unconst,XRAI_2.000000,2.0,0
1271,10,1,10,5,0.839411,1,0,Mu1-unconst,XRAI_2.000000,-1.0,1
5051,50,1,10,0,0.970979,42,26,Mu1-unconst,XRAI_2.000000,-1.0,1
16487,50,1,2,18,1.0,43,26,Mu1-unconst,XRAI_2.000000,-1.0,1
16487,50,1,2,18,1.0,43,26,Mu1-unconst,XRAI_2.000000,-1.0,0
18339,50,1,2,19,1.0,43,25,Mu1-unconst,XRAI_2.000000,-1.0,1
18339,50,1,2,19,1.0,43,25,Mu1-unconst,XRAI_2.000000,-1.0,0
20291,50,1,2,20,0.979592,41,26,Mu1-unconst,XRAI_2.000000,41.0,1
20291,50,1,2,20,1.0,41,26,Mu1-unconst,XRAI_2.000000,41.0,0
22343,50,1,2,21,0.979592,43,29,Mu1-unconst,XRAI_2.000000,-1.0,1
1271,10,1,10,5,0.953151,1,0,Mu1-unconst,XRAI_2.000000,4.0,0
1383,10,1,10,6,0.868532,2,0,Mu1-unconst,XRAI_2.000000,5.0,1
22343,50,1,2,21,1.0,43,29,Mu1-unconst,XRAI_2.000000,-1.0,0
24495,50,1,2,22,0.979592,42,25,Mu1-unconst,XRAI_2.000000,-1.0,1
24495,50,1,2,22,1.0,42,25,Mu1-unconst,XRAI_2.000000,-1.0,0
2553,25,1,10,1,1.0,15,7,Mu1-unconst,XRAI_2.000000,-1.0,0
26747,50,1,2,23,1.0,43,26,Mu1-unconst,XRAI_2.000000,-1.0,1
2630,25,1,10,2,0.936962,18,8,Mu1-unconst,XRAI_2.000000,18.0,1
26747,50,1,2,23,1.0,43,26,Mu1-unconst,XRAI_2.000000,-1.0,0
29099,50,1,2,24,0.979592,43,27,Mu1-unconst,XRAI_2.000000,-1.0,1
29099,50,1,2,24,1.0,43,27,Mu1-unconst,XRAI_2.000000,-1.0,0
31551,50,1,2,25,0.959184,42,25,Mu1-unconst,XRAI_2.000000,42.0,1
1383,10,1,10,6,0.947622,2,0,Mu1-unconst,XRAI_2.000000,6.0,0
1515,10,1,10,7,0.855603,4,1,Mu1-unconst,XRAI_2.000000,4.0,1
31551,50,1,2,25,1.0,42,25,Mu1-unconst,XRAI_2.000000,43.0,0
34103,50,1,2,26,0.959184,43,25,Mu1-unconst,XRAI_2.000000,-1.0,1
34103,50,1,2,26,1.0,43,25,Mu1-unconst,XRAI_2.000000,-1.0,0
36755,50,1,2,27,0.979592,45,27,Mu1-unconst,XRAI_2.000000,-1.0,1
36755,50,1,2,27,1.0,45,27,Mu1-unconst,XRAI_2.000000,-1.0,0
39507,50,1,2,28,1.0,43,28,Mu1-unconst,XRAI_2.000000,-1.0,1
39507,50,1,2,28,1.0,43,28,Mu1-unconst,XRAI_2.000000,-1.0,0
1515,10,1,10,7,0.95031,3,1,Mu1-unconst,XRAI_2.000000,4.0,0
1667,10,1,10,8,0.825493,2,0,Mu1-unconst,XRAI_2.000000,5.0,1
42359,50,1,2,29,0.959184,40,23,Mu1-unconst,XRAI_2.000000,-1.0,1
42359,50,1,2,29,1.0,40,23,Mu1-unconst,XRAI_2.000000,-1.0,0
1667,10,1,10,8,0.953151,2,0,Mu1-unconst,XRAI_2.000000,3.0,0
1839,10,1,10,9,0.826281,1,0,Mu1-unconst,XRAI_2.000000,-1.0,1
1839,10,1,10,9,0.95031,1,0,Mu1-unconst,XRAI_2.000000,3.0,0
2031,10,1,10,10,0.862414,3,1,Mu1-unconst,XRAI_2.000000,4.0,1
5051,50,1,10,0,1.0,40,26,Mu1-unconst,XRAI_2.000000,-1.0,0
5103,50,1,10,1,0.966952,42,29,Mu1-unconst,XRAI_2.000000,-1.0,1
2031,10,1,10,10,0.953151,3,1,Mu1-unconst,XRAI_2.000000,5.0,0
2243,10,1,10,11,0.840268,3,1,Mu1-unconst,XRAI_2.000000,4.0,1
2630,25,1,10,2,1.0,16,8,Mu1-unconst,XRAI_2.000000,18.0,0
2757,25,1,10,3,0.957417,18,8,Mu1-unconst,XRAI_2.000000,-1.0,1
2243,10,1,10,11,0.95031,2,1,Mu1-unconst,XRAI_2.000000,3.0,0
2475,10,1,10,12,0.841995,2,0,Mu1-unconst,XRAI_2.000000,4.0,1
2475,10,1,10,12,0.947622,2,0,Mu1-unconst,XRAI_2.000000,2.0,0
2727,10,1,10,13,0.862414,2,0,Mu1-unconst,XRAI_2.000000,-1.0,1
2727,10,1,10,13,0.95031,2,0,Mu1-unconst,XRAI_2.000000,3.0,0
2999,10,1,10,14,0.868532,5,0,Mu1-unconst,XRAI_2.000000,-1.0,1
5103,50,1,10,1,1.0,42,29,Mu1-unconst,XRAI_2.000000,-1.0,0
5255,50,1,10,2,0.976435,44,28,Mu1-unconst,XRAI_2.000000,-1.0,1
2999,10,1,10,14,0.95031,4,0,Mu1-unconst,XRAI_2.000000,5.0,0
3291,10,1,10,15,0.866461,2,0,Mu1-unconst,XRAI_2.000000,4.0,1
2757,25,1,10,3,1.0,17,8,Mu1-unconst,XRAI_2.000000,-1.0,0
2934,25,1,10,4,0.943754,19,10,Mu1-unconst,XRAI_2.000000,-1.0,1
3291,10,1,10,15,0.947622,2,0,Mu1-unconst,XRAI_2.000000,5.0,0
3603,10,1,10,16,0.840268,2,0,Mu1-unconst,XRAI_2.000000,6.0,1
3603,10,1,10,16,0.953151,1,0,Mu1-unconst,XRAI_2.000000,5.0,0
3935,10,1,10,17,0.873856,2,0,Mu1-unconst,XRAI_2.000000,5.0,1
2934,25,1,10,4,1.0,17,10,Mu1-unconst,XRAI_2.000000,-1.0,0
3161,25,1,10,5,0.946931,15,4,Mu1-unconst,XRAI_2.000000,-1.0,1
3935,10,1,10,17,0.947622,2,0,Mu1-unconst,XRAI_2.000000,4.0,0
4287,10,1,10,18,0.785953,3,2,Mu1-unconst,XRAI_2.000000,-1.0,1
4287,10,1,10,18,0.95031,3,2,Mu1-unconst,XRAI_2.000000,6.0,0
4659,10,1,10,19,0.863414,2,0,Mu1-unconst,XRAI_2.000000,2.0,1
5255,50,1,10,2,1.0,43,28,Mu1-unconst,XRAI_2.000000,-1.0,0
5507,50,1,10,3,0.971787,43,26,Mu1-unconst,XRAI_2.000000,-1.0,1
4659,10,1,10,19,0.953151,1,0,Mu1-unconst,XRAI_2.000000,5.0,0
5051,10,1,10,20,0.846397,2,0,Mu1-unconst,XRAI_2.000000,2.0,1
5051,10,1,10,20,0.95031,2,0,Mu1-unconst,XRAI_2.000000,2.0,0
5463,10,1,10,21,0.854656,4,1,Mu1-unconst,XRAI_2.000000,5.0,1
5463,10,1,10,21,0.95031,3,1,Mu1-unconst,XRAI_2.000000,3.0,0
5895,10,1,10,22,0.856556,4,0,Mu1-unconst,XRAI_2.000000,4.0,1
5895,10,1,10,22,0.95031,3,0,Mu1-unconst,XRAI_2.000000,3.0,0
6347,10,1,10,23,0.862414,3,0,Mu1-unconst,XRAI_2.000000,4.0,1
6347,10,1,10,23,0.953151,2,0,Mu1-unconst,XRAI_2.000000,3.0,0
6819,10,1,10,24,0.867492,2,0,Mu1-unconst,XRAI_2.000000,3.0,1
5507,50,1,10,3,1.0,42,26,Mu1-unconst,XRAI_2.000000,-1.0,0
5859,50,1,10,4,0.974913,42,22,Mu1-unconst,XRAI_2.000000,-1.0,1
3161,25,1,10,5,1.0,14,4,Mu1-unconst,XRAI_2.000000,-1.0,0
3438,25,1,10,6,0.942735,17,8,Mu1-unconst,XRAI_2.000000,-1.0,1
6819,10,1,10,24,0.956177,2,0,Mu1-unconst,XRAI_2.000000,6.0,0
7311,10,1,10,25,0.859454,3,0,Mu1-unconst,XRAI_2.000000,5.0,1
7311,10,1,10,25,0.95031,3,0,Mu1-unconst,XRAI_2.000000,5.0,0
7823,10,1,10,26,0.839411,3,0,Mu1-unconst,XRAI_2.000000,-1.0,1
7823,10,1,10,26,0.947622,3,0,Mu1-unconst,XRAI_2.000000,4.0,0
8355,10,1,10,27,0.847292,3,0,Mu1-unconst,XRAI_2.000000,-1.0,1
3438,25,1,10,6,1.0,16,8,Mu1-unconst,XRAI_2.000000,-1.0,0
3765,25,1,10,7,0.949158,19,9,Mu1-unconst,XRAI_2.000000,22.0,1
8355,10,1,10,27,0.95031,2,0,Mu1-unconst,XRAI_2.000000,3.0,0
8907,10,1,10,28,0.859454,4,0,Mu1-unconst,XRAI_2.000000,4.0,1
8907,10,1,10,28,0.966873,3,0,Mu1-unconst,XRAI_2.000000,-1.0,0
9479,10,1,10,29,0.882879,3,1,Mu1-unconst,XRAI_2.000000,4.0,1
5859,50,1,10,4,1.0,41,22,Mu1-unconst,XRAI_2.000000,-1.0,0
6311,50,1,10,5,0.971461,43,24,Mu1-unconst,XRAI_2.000000,-1.0,1
3765,25,1,10,7,1.0,18,9,Mu1-unconst,XRAI_2.000000,20.0,0
4142,25,1,10,8,0.947663,16,8,Mu1-unconst,XRAI_2.000000,16.0,1
9479,10,1,10,29,0.953151,3,1,Mu1-unconst,XRAI_2.000000,-1.0,0
4142,25,1,10,8,1.0,16,8,Mu1-unconst,XRAI_2.000000,19.0,0
4569,25,1,10,9,0.946568,14,6,Mu1-unconst,XRAI_2.000000,-1.0,1
4569,25,1,10,9,1.0,14,6,Mu1-unconst,XRAI_2.000000,19.0,0
5046,25,1,10,10,0.932815,16,8,Mu1-unconst,XRAI_2.000000,19.0,1
6311,50,1,10,5,1.0,41,24,Mu1-unconst,XRAI_2.000000,-1.0,0
6863,50,1,10,6,0.971299,40,22,Mu1-unconst,XRAI_2.000000,-1.0,1
15651,25,1,25,0,0.940439,16,8,Mu1-unconst,XRAI_2.000000,19.0,1
5046,25,1,10,10,1.0,16,8,Mu1-unconst,XRAI_2.000000,-1.0,0
5573,25,1,10,11,0.938826,17,7,Mu1-unconst,XRAI_2.000000,-1.0,1
6863,50,1,10,6,1.0,38,22,Mu1-unconst,XRAI_2.000000,-1.0,0
7515,50,1,10,7,0.97082,40,27,Mu1-unconst,XRAI_2.000000,40.0,1
5573,25,1,10,11,1.0,16,7,Mu1-unconst,XRAI_2.000000,21.0,0
6150,25,1,10,12,0.929727,16,3,Mu1-unconst,XRAI_2.000000,-1.0,1
7515,50,1,10,7,1.0,40,27,Mu1-unconst,XRAI_2.000000,-1.0,0
8267,50,1,10,8,0.967517,43,27,Mu1-unconst,XRAI_2.000000,-1.0,1
6150,25,1,10,12,1.0,15,3,Mu1-unconst,XRAI_2.000000,-1.0,0
6777,25,1,10,13,0.933973,18,8,Mu1-unconst,XRAI_2.000000,-1.0,1
6777,25,1,10,13,1.0,17,8,Mu1-unconst,XRAI_2.000000,-1.0,0
7454,25,1,10,14,0.948405,16,6,Mu1-unconst,XRAI_2.000000,-1.0,1
7454,25,1,10,14,1.0,16,6,Mu1-unconst,XRAI_2.000000,-1.0,0
8181,25,1,10,15,0.949923,16,8,Mu1-unconst,XRAI_2.000000,-1.0,1
8267,50,1,10,8,1.0,42,27,Mu1-unconst,XRAI_2.000000,-1.0,0
8181,25,1,10,15,1.0,16,8,Mu1-unconst,XRAI_2.000000,-1.0,0
8958,25,1,10,16,0.951092,18,6,Mu1-unconst,XRAI_2.000000,18.0,1
9119,50,1,10,9,0.96766,43,23,Mu1-unconst,XRAI_2.000000,-1.0,1
8958,25,1,10,16,1.0,14,6,Mu1-unconst,XRAI_2.000000,19.0,0
9785,25,1,10,17,0.955642,16,9,Mu1-unconst,XRAI_2.000000,-1.0,1
9119,50,1,10,9,1.0,42,23,Mu1-unconst,XRAI_2.000000,-1.0,0
10071,50,1,10,10,0.971138,42,25,Mu1-unconst,XRAI_2.000000,-1.0,1
9785,25,1,10,17,1.0,16,9,Mu1-unconst,XRAI_2.000000,-1.0,0
10662,25,1,10,18,0.94878,17,8,Mu1-unconst,XRAI_2.000000,-1.0,1
10071,50,1,10,10,1.0,41,25,Mu1-unconst,XRAI_2.000000,-1.0,0
11123,50,1,10,11,0.965446,41,24,Mu1-unconst,XRAI_2.000000,-1.0,1
10662,25,1,10,18,1.0,15,8,Mu1-unconst,XRAI_2.000000,19.0,0
11589,25,1,10,19,0.929453,18,10,Mu1-unconst,XRAI_2.000000,18.0,1
11589,25,1,10,19,1.0,17,10,Mu1-unconst,XRAI_2.000000,-1.0,0
12566,25,1,10,20,0.946931,17,8,Mu1-unconst,XRAI_2.000000,-1.0,1
11123,50,1,10,11,1.0,41,24,Mu1-unconst,XRAI_2.000000,42.0,0
12275,50,1,10,12,0.97082,44,25,Mu1-unconst,XRAI_2.000000,-1.0,1
12566,25,1,10,20,1.0,17,8,Mu1-unconst,XRAI_2.000000,-1.0,0
13593,25,1,10,21,0.949158,15,4,Mu1-unconst,XRAI_2.000000,16.0,1
13593,25,1,10,21,1.0,14,4,Mu1-unconst,XRAI_2.000000,17.0,0
14670,25,1,10,22,0.933391,18,9,Mu1-unconst,XRAI_2.000000,-1.0,1
12275,50,1,10,12,1.0,42,25,Mu1-unconst,XRAI_2.000000,-1.0,0
13527,50,1,10,13,0.968975,41,23,Mu1-unconst,XRAI_2.000000,-1.0,1
14670,25,1,10,22,1.0,17,9,Mu1-unconst,XRAI_2.000000,-1.0,0
15797,25,1,10,23,0.937269,18,9,Mu1-unconst,XRAI_2.000000,-1.0,1
15797,25,1,10,23,1.0,18,9,Mu1-unconst,XRAI_2.000000,20.0,0
16974,25,1,10,24,0.942735,17,8,Mu1-unconst,XRAI_2.000000,-1.0,1
16974,25,1,10,24,1.0,16,8,Mu1-unconst,XRAI_2.000000,-1.0,0
