seed,n,m,mu,run,diversity,fitness,OPT,algorithm,mutation,alpha,rob_test_0,rob_test_1,rob_test_2,rob_test_3,rob_test_4,rob_test_5,rob_test_6,rob_test_7,init
3765,25,1,10,7,1,9,9,Mu1-const,XRAI_0.100000,0.6,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
4142,25,1,10,8,0,8,8,Mu1-const,XRAI_0.100000,0.6,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
572,50,10,2,2,0.0612245,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
572,50,10,2,2,1,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,-2.000000,-2.000000,17.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
833,50,10,2,3,0.0816327,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
5463,10,1,10,21,0.956177,1,1,Mu1-const,XRAI_0.100000,0.6,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,0
5895,10,1,10,22,1.11022e-16,0,0,Mu1-const,XRAI_0.100000,0.6,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,1
833,50,10,2,3,1,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,-2.000000,-2.000000,24.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
1194,50,10,2,4,0.0816327,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
1194,50,10,2,4,1,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,-2.000000,-2.000000,23.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
1655,50,10,2,5,0.0816327,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
1655,50,10,2,5,1,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,-2.000000,-2.000000,25.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
5895,10,1,10,22,0.962963,0,0,Mu1-const,XRAI_0.100000,0.6,4.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,0
6347,10,1,10,23,1.11022e-16,0,0,Mu1-const,XRAI_0.100000,0.6,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,1
4142,25,1,10,8,1,8,8,Mu1-const,XRAI_0.100000,0.6,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
4569,25,1,10,9,0,6,6,Mu1-const,XRAI_0.100000,0.6,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
10758,25,5,10,18,1,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,-2.000000,3.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
11689,25,5,10,19,0.0833333,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
6347,10,1,10,23,0.947622,0,0,Mu1-const,XRAI_0.100000,0.6,3.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,0
6819,10,1,10,24,1.11022e-16,0,0,Mu1-const,XRAI_0.100000,0.6,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,1
6819,10,1,10,24,0.959428,0,0,Mu1-const,XRAI_0.100000,0.6,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,0
7311,10,1,10,25,1.11022e-16,0,0,Mu1-const,XRAI_0.100000,0.6,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,1
4569,25,1,10,9,1,6,6,Mu1-const,XRAI_0.100000,0.6,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
5046,25,1,10,10,0,8,8,Mu1-const,XRAI_0.100000,0.6,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
7311,10,1,10,25,0.953151,0,0,Mu1-const,XRAI_0.100000,0.6,4.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,0
7823,10,1,10,26,1.11022e-16,0,0,Mu1-const,XRAI_0.100000,0.6,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,1
7823,10,1,10,26,0.959428,0,0,Mu1-const,XRAI_0.100000,0.6,5.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,0
8355,10,1,10,27,1.11022e-16,0,0,Mu1-const,XRAI_0.100000,0.6,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,1
11689,25,5,10,19,1,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,-2.000000,10.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
12670,25,5,10,20,0.0833333,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
8355,10,1,10,27,0.956177,0,0,Mu1-const,XRAI_0.100000,0.6,4.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,0
8907,10,1,10,28,1.11022e-16,0,0,Mu1-const,XRAI_0.100000,0.6,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,1
5046,25,1,10,10,1,8,8,Mu1-const,XRAI_0.100000,0.6,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
5573,25,1,10,11,0,7,7,Mu1-const,XRAI_0.100000,0.6,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
8907,10,1,10,28,0.956177,0,0,Mu1-const,XRAI_0.100000,0.6,3.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,0
9479,10,1,10,29,1.11022e-16,1,1,Mu1-const,XRAI_0.100000,0.6,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,1
13603,50,5,10,13,1,1,1,Mu1-const,XRAI_0.100000,0.6,-2.000000,-2.000000,24.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
5103,50,1,10,1,1,29,29,Mu1-const,XRAI_0.100000,0.6,40.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
5255,50,1,10,2,0,28,28,Mu1-const,XRAI_0.100000,0.6,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
14959,50,5,10,14,0.0816327,1,1,Mu1-const,XRAI_0.100000,0.6,-2.000000,-2.000000,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
9479,10,1,10,29,0.962963,1,1,Mu1-const,XRAI_0.100000,0.6,3.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,0
1019,10,3,10,0,1.11022e-16,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,1
1019,10,3,10,0,0.983437,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,0
1033,10,3,10,1,1.11022e-16,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,1
5573,25,1,10,11,1,7,7,Mu1-const,XRAI_0.100000,0.6,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
6150,25,1,10,12,0,3,3,Mu1-const,XRAI_0.100000,0.6,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
1033,10,3,10,1,1,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,1.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,0
1067,10,3,10,2,1.11022e-16,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,1
12670,25,5,10,20,1,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,-2.000000,5.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
13701,25,5,10,21,0.0833333,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
6150,25,1,10,12,1,3,3,Mu1-const,XRAI_0.100000,0.6,15.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
6777,25,1,10,13,0,8,8,Mu1-const,XRAI_0.100000,0.6,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
1067,10,3,10,2,1,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,0
1121,10,3,10,3,1.11022e-16,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,1
6777,25,1,10,13,1,8,8,Mu1-const,XRAI_0.100000,0.6,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
7454,25,1,10,14,0,6,6,Mu1-const,XRAI_0.100000,0.6,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
1121,10,3,10,3,1,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,1.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,0
1195,10,3,10,4,1.11022e-16,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,1
1195,10,3,10,4,0.976576,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,0
1289,10,3,10,5,1.11022e-16,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,1
13701,25,5,10,21,1,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,-2.000000,4.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
14782,25,5,10,22,0.125,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
1289,10,3,10,5,1,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,1.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,0
1403,10,3,10,6,1.11022e-16,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,1
7454,25,1,10,14,1,6,6,Mu1-const,XRAI_0.100000,0.6,14.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
8181,25,1,10,15,0,8,8,Mu1-const,XRAI_0.100000,0.6,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
1403,10,3,10,6,0.983437,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,0
1537,10,3,10,7,1.11022e-16,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,1
1537,10,3,10,7,1,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,0
1691,10,3,10,8,1.11022e-16,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,1
5255,50,1,10,2,1,28,28,Mu1-const,XRAI_0.100000,0.6,41.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
5507,50,1,10,3,0,26,26,Mu1-const,XRAI_0.100000,0.6,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
8181,25,1,10,15,1,8,8,Mu1-const,XRAI_0.100000,0.6,18.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
8958,25,1,10,16,0,6,6,Mu1-const,XRAI_0.100000,0.6,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
1691,10,3,10,8,0.983437,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,0
1865,10,3,10,9,1.11022e-16,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,1
1865,10,3,10,9,0.983437,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,0
2059,10,3,10,10,1.11022e-16,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,1
14782,25,5,10,22,1,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,-2.000000,6.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
15913,25,5,10,23,0.0833333,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
2059,10,3,10,10,1,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,0
2273,10,3,10,11,1.11022e-16,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,1
2273,10,3,10,11,1,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,1.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,0
2507,10,3,10,12,1.11022e-16,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,1
8958,25,1,10,16,1,6,6,Mu1-const,XRAI_0.100000,0.6,17.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
9785,25,1,10,17,0,9,9,Mu1-const,XRAI_0.100000,0.6,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
2507,10,3,10,12,0.983437,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,0
2761,10,3,10,13,1.11022e-16,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,1
15913,25,5,10,23,1,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,-2.000000,3.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
17094,25,5,10,24,0.0833333,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
2761,10,3,10,13,1,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,1.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,0
3035,10,3,10,14,0.111111,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,1
3035,10,3,10,14,1,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,1.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,0
3329,10,3,10,15,0.111111,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,1
9785,25,1,10,17,1,9,9,Mu1-const,XRAI_0.100000,0.6,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
10662,25,1,10,18,0,8,8,Mu1-const,XRAI_0.100000,0.6,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
3329,10,3,10,15,1,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,1.000000,2.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,0
3643,10,3,10,16,1.11022e-16,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,1
10662,25,1,10,18,1,8,8,Mu1-const,XRAI_0.100000,0.6,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
11589,25,1,10,19,0,10,10,Mu1-const,XRAI_0.100000,0.6,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
17094,25,5,10,24,1,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,-2.000000,4.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
18325,25,5,10,25,0.0416667,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
3643,10,3,10,16,0.983437,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,0
3977,10,3,10,17,0.111111,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,1
3977,10,3,10,17,1,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,0
4331,10,3,10,18,1.11022e-16,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,1
4331,10,3,10,18,0.983437,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,0
4705,10,3,10,19,1.11022e-16,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,1
14959,50,5,10,14,1,1,1,Mu1-const,XRAI_0.100000,0.6,-2.000000,-2.000000,25.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
16415,50,5,10,15,0.0816327,1,1,Mu1-const,XRAI_0.100000,0.6,-2.000000,-2.000000,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
11589,25,1,10,19,1,10,10,Mu1-const,XRAI_0.100000,0.6,17.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
12566,25,1,10,20,0,8,8,Mu1-const,XRAI_0.100000,0.6,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
5507,50,1,10,3,1,26,26,Mu1-const,XRAI_0.100000,0.6,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
5859,50,1,10,4,0,22,22,Mu1-const,XRAI_0.100000,0.6,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
18325,25,5,10,25,1,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,-2.000000,4.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
19606,25,5,10,26,0.0833333,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
4705,10,3,10,19,0.983437,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,1.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,0
5099,10,3,10,20,1.11022e-16,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,1
5099,10,3,10,20,1,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,0
5513,10,3,10,21,1.11022e-16,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,1
5513,10,3,10,21,1,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,1.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,0
5947,10,3,10,22,1.11022e-16,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,1
12566,25,1,10,20,1,8,8,Mu1-const,XRAI_0.100000,0.6,17.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
13593,25,1,10,21,0,4,4,Mu1-const,XRAI_0.100000,0.6,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
5947,10,3,10,22,0.983437,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,1.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,0
6401,10,3,10,23,1.11022e-16,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,1
13593,25,1,10,21,1,4,4,Mu1-const,XRAI_0.100000,0.6,15.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
14670,25,1,10,22,0,9,9,Mu1-const,XRAI_0.100000,0.6,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
6401,10,3,10,23,0.983437,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,1.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,0
6875,10,3,10,24,0.111111,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,1
19606,25,5,10,26,1,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,-2.000000,6.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
20937,25,5,10,27,0.0833333,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
6875,10,3,10,24,0.983437,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,0
7369,10,3,10,25,0.111111,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,1
7369,10,3,10,25,1,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,0
7883,10,3,10,26,0.111111,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,1
14670,25,1,10,22,1,9,9,Mu1-const,XRAI_0.100000,0.6,18.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
15797,25,1,10,23,0,9,9,Mu1-const,XRAI_0.100000,0.6,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
7883,10,3,10,26,1,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,0
8417,10,3,10,27,1.11022e-16,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,1
8417,10,3,10,27,0.983437,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,1.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,0
8971,10,3,10,28,0.111111,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,1
20937,25,5,10,27,1,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,-2.000000,3.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
22318,25,5,10,28,0.0416667,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
8971,10,3,10,28,0.983437,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,1.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,0
9545,10,3,10,29,1.11022e-16,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,1
9545,10,3,10,29,1,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,1.000000,-1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,0
1035,10,5,10,0,1.11022e-16,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,-2.000000,0.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,1
1035,10,5,10,0,1,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,-2.000000,0.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,0
1051,10,5,10,1,1.11022e-16,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,-2.000000,0.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,1
1051,10,5,10,1,1,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,-2.000000,0.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,0
1087,10,5,10,2,0.111111,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,-2.000000,0.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,1
15797,25,1,10,23,1,9,9,Mu1-const,XRAI_0.100000,0.6,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
16974,25,1,10,24,0,8,8,Mu1-const,XRAI_0.100000,0.6,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
1087,10,5,10,2,1,0,0,Mu1-const,XRAI_0.100000,0.6,-2.000000,-2.000000,1.000000,-1.000000,-2.000000,-2.000000,-2.000000,-2.000000,0
